Time;L.AnkleF;L.AnkleS;L.HipF;L.HipR;L.HipS;L.Knee;L.ShoulderF;L.ShoulderS;R.AnkleF;R.AnkleS;R.HipF;R.HipR;R.HipS;R.Knee;R.ShoulderF;R.ShoulderS;TorsoR;L.HipF_real;L.HipS_real;L.HipR_real;L.Knee_real;L.AnkleF_real;L.AnkleS_real;R.HipF_real;R.HipS_real;R.HipR_real;R.Knee_real;R.AnkleF_real;R.AnkleS_real;TorsoS_real;TorsoF_real;TorsoR_real;L.ShoulderF_real;L.ShoulderS_real;L.ElbowR_real;L.Elbow_real;Neck_real;HeadR_real;HeadF_real;R.ShoulderF_real;R.ShoulderS_real;R.ElbowR_real;R.Elbow_real
12.84;16.7762;39.0698;-14.5234;0.0244653;13.6257;51.485;-6.86083;-0.343889;-14.6308;-2.09508;12.4026;-0.12903;0.805636;0.313064;-65.0162;3.19659;1.51702;-14.523;-2.81455;0.0283316;51.487;16.6955;30.0239;12.2746;-14.3699;-0.116743;0.31315;-14.6076;-2.09917;0.0642584;-0.176406;1.4601;-6.86414;-0.0403146;-14.9986;-24.9969;-0.0112317;-0.0598336;-0.0262783;-64.8956;-0.0544447;14.9538;-25.0034
12.845;17.5083;38.2871;-15.1595;0.018793;15.1677;52.2444;-6.71002;-0.280406;-15.2784;-2.33125;12.9546;-0.130462;0.905159;0.451433;-65.2373;3.17803;1.54217;-14.5253;-1.8136;0.05639;51.4905;16.7969;29.9975;12.4195;-13.4075;-0.130178;0.306594;-14.5753;-2.08585;0.136467;0.356345;1.50209;-6.80613;0.0269109;-14.9993;-25.0034;0.00489042;0.0140155;0.0138789;-65.0262;0.037047;14.9994;-24.9985
12.85;18.2045;37.4682;-15.7646;0.0134072;16.6345;52.8926;-6.58134;-0.212739;-15.8955;-2.56502;13.4808;-0.131895;1.006;0.586021;-65.4478;3.16823;1.56509;-15.775;-1.0078;0.0570731;52.9112;18.2624;30.0064;13.374;-12.4755;-0.15556;0.536552;-16.3216;-2.23535;-0.0966761;0.142778;1.5478;-6.58986;0.167968;-14.986;-25.0052;0.02172;-0.071412;-0.00700119;-65.4684;-0.0490429;15.0012;-24.9984
12.855;18.8627;36.622;-16.3369;0.0080787;18.0257;53.4379;-6.47505;-0.14112;-16.4799;-2.79644;13.9794;-0.133213;1.10827;0.716885;-65.647;3.16714;1.58578;-15.7296;-0.848101;0.0531389;52.8925;18.2023;29.9314;13.483;-11.6505;-0.126411;0.563654;-15.8832;-2.40086;-0.119792;0.101661;1.55037;-6.52751;0.0751594;-15.0098;-24.9924;0.00672091;-0.0515673;-0.00581237;-65.4508;-0.0233872;15.0033;-25.0012
12.86;19.4808;35.7573;-16.8744;0.00292208;19.3408;53.8889;-6.39134;-0.0658901;-17.0296;-3.02545;14.4487;-0.134416;1.21186;0.844024;-65.8341;3.17447;1.60405;-16.8698;-0.128947;0.114775;53.8899;19.4707;29.9626;14.2935;-9.52587;-0.143746;0.820716;-17.0261;-2.9499;-0.0980393;-0.176607;1.51327;-6.33182;0.0308451;-15.0121;-25.0049;-0.0210288;-0.04775;-0.00493152;-65.847;0.0645316;14.9775;-24.9939
12.865;20.057;34.8827;-17.3756;-0.00223454;20.5798;54.2542;-6.33032;0.0127197;-17.5426;-3.25211;14.887;-0.135505;1.31694;0.967382;-66.0083;3.19017;1.61992;-16.9123;0.150209;-0.0532289;53.8812;19.4903;30.0187;14.43;-8.73807;-0.12153;0.844485;-16.8244;-3.03576;0.0841479;-0.139742;1.63436;-6.40184;0.0711433;-15.0007;-24.9995;-0.0127192;-0.0359442;-0.0100712;-65.8483;0.0450519;14.9903;-24.9966
12.87;20.5892;34.007;-17.8388;-0.00733386;21.7429;54.5425;-6.29211;0.0944234;-18.0172;-3.47631;15.2928;-0.136479;1.4234;1.08696;-66.1692;3.21395;1.63327;-17.8371;1.11786;0.0940107;54.5326;20.5445;29.9271;15.38;-6.36561;-0.11945;1.10062;-17.6303;-3.43925;0.168433;-0.0685644;1.66241;-6.27415;0.0903497;-14.9996;-25.0032;0.0237417;-0.0432646;0.00546415;-66.2411;0.0545322;14.9796;-25.0059
12.875;21.0758;33.1386;-18.2623;-0.0123186;22.8308;54.763;-6.2767;0.178935;-18.4517;-3.6981;15.6644;-0.137395;1.5314;1.20264;-66.316;3.24552;1.64405;-18.1572;1.48111;0.100131;54.7642;20.9344;30.0073;15.4877;-5.96509;-0.138827;1.20192;-18.3674;-3.73085;0.174989;-0.0372006;1.66692;-6.28308;0.163187;-14.9992;-25.0025;0.0211736;-0.0289129;-0.0138379;-66.3174;0.106114;15.0091;-25.0042
12.88;21.5154;32.2857;-18.6452;-0.0173033;23.844;54.9247;-6.28391;0.26591;-18.8446;-3.91743;16.0007;-0.138197;1.64089;1.31437;-66.4481;3.2846;1.65224;-18.4247;2.26585;-0.0672364;54.9237;21.321;30.0124;15.9927;-4.47469;-0.162174;1.30492;-17.7449;-3.99906;0.0822901;-0.412177;1.66301;-6.31356;0.254466;-15.007;-25.0081;-0.0364953;0.0470463;-0.017041;-66.455;-0.0441511;15.0117;-25.0018
12.885;21.9067;31.4564;-18.9861;-0.0222308;24.7837;55.0367;-6.31348;0.355062;-19.1947;-4.13429;16.3006;-0.138885;1.75199;1.42208;-66.5652;3.33083;1.6578;-18.9836;2.95764;0.0291239;55.0373;21.9197;29.9366;16.4428;-3.48823;-0.153528;1.4483;-18.2798;-4.03989;0.0811973;0.405686;1.67364;-6.30816;0.350006;-14.9961;-25.0042;-0.0244742;-0.0266011;-0.0273229;-66.6564;-0.0622353;15.0203;-24.9931
12.89;22.2488;30.6584;-19.2843;-0.0271582;25.6514;55.1081;-6.3651;0.446048;-19.5009;-4.34869;16.5631;-0.139458;1.86469;1.52579;-66.667;3.38395;1.66066;-18.9711;3.41725;-0.0460972;55.0353;21.9103;30.0041;16.3039;-2.90519;-0.152518;1.41989;-18.463;-4.35398;0.164881;0.346482;1.71957;-6.31091;0.348722;-15.0065;-24.9991;-0.0235103;-0.0578963;0.0225396;-66.6394;-0.0682864;15.018;-25.0311
12.895;22.5411;29.8991;-19.5392;-0.0320283;26.4484;55.1476;-6.43815;0.53858;-19.7626;-4.56051;16.7877;-0.139859;1.979;1.62542;-66.7532;3.44342;1.66083;-19.5594;4.3487;-0.0280835;55.1469;22.5099;29.8938;16.8178;-1.70052;-0.163362;1.62922;-19.8655;-4.47116;-0.0594773;-0.33588;1.68913;-6.45047;0.531034;-14.9998;-24.9991;-0.0147077;0.0365552;-0.0103427;-66.7983;0.10136;15.014;-25.0115
12.9;22.7832;29.1855;-19.7505;-0.0369558;27.1764;55.1641;-6.53201;0.632259;-19.9796;-4.76987;16.974;-0.140203;2.09496;1.72088;-66.8238;3.50891;1.65837;-19.5594;4.3487;-0.0280835;55.1469;22.5099;29.8938;16.8178;-1.70052;-0.163362;1.62922;-19.8655;-4.47116;-0.0594773;-0.33588;1.68913;-6.45047;0.531034;-14.9998;-24.9991;-0.0147077;0.0365552;-0.0103427;-66.7983;0.10136;15.014;-25.0115
12.905;22.9751;28.5242;-19.9182;-0.0418832;27.8371;55.1657;-6.64591;0.72674;-20.1515;-4.97677;17.1219;-0.140375;2.21259;1.81232;-66.8788;3.57984;1.65327;-19.9094;5.51912;-0.0345644;55.1669;22.9861;28.5258;17.1463;-0.345341;-0.157309;1.81833;-19.9427;-5.16854;0.13185;0.250012;1.67058;-6.64149;0.729191;-15.0004;-24.9984;-0.0263716;-0.0313426;-0.00586078;-66.9202;-0.0441566;14.997;-25.0106
12.91;23.1174;27.9212;-20.0426;-0.0468679;28.4322;55.1603;-6.77872;0.821679;-20.2788;-5.18114;17.2316;-0.140432;2.33182;1.89958;-66.9187;3.65576;1.64553;-20.0615;5.84601;-0.0399465;55.1567;23.136;27.9313;17.2166;0.0236325;-0.146494;1.89644;-20.2084;-5.12189;0.0182229;-0.285559;1.65386;-6.7653;0.819404;-15.002;-25.0004;0.0241242;0.0157368;0.0190972;-66.9186;0.0627011;15.0007;-25.0015
12.915;23.2105;27.3822;-20.1244;-0.0518527;28.9632;55.155;-6.92952;0.916732;-20.3619;-5.38305;17.3036;-0.140317;2.45272;1.98284;-66.9435;3.73609;1.63534;-20.0691;6.74894;-0.0411726;55.1571;23.1207;27.924;17.2178;0.966526;-0.141951;1.89997;-20.0595;-5.10864;0.0923715;0.38189;1.63791;-6.78265;0.824376;-15.0001;-24.9984;0.0315828;-0.0265255;0.00458989;-66.9604;-0.0479978;15.0018;-25.0113
12.92;23.2557;26.9123;-20.1644;-0.0568947;29.4318;55.1565;-7.097;1.01156;-20.4019;-5.5825;17.3386;-0.140145;2.57522;2.06213;-66.9538;3.82031;1.62262;-20.1655;7.37928;-0.0424861;55.1421;23.2388;26.9201;17.3394;1.68758;-0.136781;2.06143;-20.2426;-5.51425;0.167094;-0.120966;1.61332;-7.09145;1.01398;-15.0011;-24.9981;0.0313369;0.0115294;-0.0199089;-66.9469;-0.112636;14.9958;-25.0032
12.925;23.2542;26.5159;-20.1639;-0.0620513;29.8392;55.1704;-7.27983;1.10581;-20.4;-5.77965;17.3378;-0.139802;2.6992;2.13753;-66.9504;3.90786;1.6076;-20.1576;7.84975;-0.0498799;55.1516;23.2327;26.9114;17.3641;2.19697;-0.146512;2.07097;-20.5731;-5.54899;0.0587396;-0.12156;1.61777;-7.09484;1.00497;-15.0104;-24.9996;0.0351072;-0.0213669;0.00721268;-67;-0.13095;15.0269;-24.9915
12.93;23.2078;26.1969;-20.1242;-0.0672079;30.1863;55.2017;-7.47658;1.19909;-20.3576;-5.97446;17.3022;-0.139343;2.82468;2.20927;-66.9339;3.9981;1.5903;-20.1367;8.86083;-0.0541016;55.2025;23.2172;26.1611;17.2905;2.86272;-0.137502;2.19938;-20.4624;-6.2002;0.0334679;-0.1249;1.57999;-7.44919;1.19834;-14.9988;-25.0013;0.00945298;0.0118845;-0.00808138;-66.9345;-0.135748;15.0205;-24.9997
12.935;23.1184;25.9585;-20.0472;-0.0724792;30.4739;55.2542;-7.68583;1.29116;-20.2765;-6.16715;17.2336;-0.138713;2.95148;2.27745;-66.9052;4.09046;1.57082;-20.1352;9.04967;-0.0732572;55.1964;23.2093;26.207;17.2924;2.78776;-0.164875;2.21648;-20.2018;-5.95376;0.0418008;-0.0859652;1.64154;-7.42991;1.19195;-15.0141;-24.9861;0.0119118;-0.0340583;-0.0210075;-66.9817;0.0728098;15.023;-24.9967
12.94;22.9881;25.8033;-19.9345;-0.0778077;30.7023;55.3308;-7.9059;1.38157;-20.1585;-6.35771;17.1334;-0.138026;3.07953;2.34237;-66.8651;4.18437;1.54939;-19.9523;9.94328;-0.0857374;55.3499;22.9501;25.8228;17.1012;3.19003;-0.145854;2.34401;-20.1561;-6.48681;0.0603515;0.0998574;1.51231;-7.90472;1.37852;-14.9995;-24.9991;0.0109556;-0.0125051;-0.00191484;-66.8667;0.0159553;15.0006;-24.9977
12.945;22.8193;25.7332;-19.7884;-0.0831935;30.8714;55.4333;-8.13531;1.47015;-20.0059;-6.54639;17.0036;-0.137166;3.20874;2.4043;-66.8147;4.27925;1.52607;-19.7489;10.4117;-0.0716947;55.4338;22.8173;25.7433;17.0147;3.46299;-0.116264;2.41037;-19.8807;-6.50658;-0.0812502;-0.0297039;1.54357;-8.14761;1.46166;-15.0097;-25.0026;0.0150811;-0.00825015;0.00549147;-66.8132;-0.046674;14.9984;-24.9995
12.95;22.6144;25.7494;-19.6109;-0.0886366;30.9806;55.5624;-8.37252;1.55661;-19.8208;-6.73329;16.846;-0.136249;3.3388;2.46355;-66.7551;4.37453;1.50103;-19.6063;10.9285;-0.0971534;55.565;22.6088;25.7401;16.891;3.32674;-0.123612;2.46892;-19.8435;-6.74552;-0.0523697;0.143598;1.51368;-8.3992;1.52832;-14.9972;-24.9831;-0.0129554;0.00445328;-0.00827355;-66.7892;-0.0336453;14.972;-25.0067
12.955;22.3761;25.8523;-19.4043;-0.094137;31.029;55.7176;-8.61585;1.64061;-19.6058;-6.91858;16.6628;-0.135218;3.46966;2.52044;-66.6871;4.46964;1.47451;-19.3522;11.3948;-0.0772696;55.7285;22.4129;25.8704;16.6759;3.54211;-0.126652;2.51927;-19.6357;-6.87673;-0.0456852;0.132014;1.46956;-8.63755;1.64015;-14.995;-24.9991;-0.010972;0.00784106;0.00207638;-66.6919;0.0291786;14.9985;-24.9964
12.96;22.107;26.0418;-19.1709;-0.0996374;31.0153;55.8972;-8.86389;1.72202;-19.3631;-7.1025;16.4559;-0.134072;3.60098;2.57545;-66.6121;4.56418;1.44655;-19.3768;12.239;-0.0984517;55.7144;22.3651;25.8522;16.6412;3.55213;-0.121885;2.50906;-19.4833;-6.89024;-0.0283037;0.0574829;1.45685;-8.61379;1.63813;-15.0025;-24.9992;-0.00308627;0.00614717;0.00232226;-66.6877;-0.0329165;15.0026;-25
12.965;21.8072;26.321;-18.9106;-0.109091;30.9332;56.0751;-9.11513;1.80052;-19.0952;-7.28573;16.2276;-0.132869;3.73213;2.63005;-66.5309;4.65757;1.41738;-18.9284;13.5519;-0.11222;56.0783;21.8212;26.316;16.2292;3.74579;-0.137586;2.6288;-18.9383;-7.31615;0.0783286;-0.0639078;1.4245;-9.16869;1.80243;-15.0041;-24.997;-0.0096758;0.0359814;0.00764981;-66.5576;0.00792302;14.9993;-24.9985
12.97;21.4663;26.7047;-18.6122;-0.152349;30.7619;56.1279;-9.36809;1.87598;-18.8048;-7.4716;15.98;-0.131551;3.85984;2.69061;-66.4447;4.74948;1.38719;-18.9284;13.5519;-0.11222;56.0783;21.8212;26.316;16.2292;3.74579;-0.137586;2.6288;-18.9383;-7.31615;0.0783286;-0.0639078;1.4245;-9.16869;1.80243;-15.0041;-24.997;-0.0096758;0.0359814;0.00764981;-66.5576;0.00792302;14.9993;-24.9985
12.975;21.0857;27.1856;-18.2764;-0.247976;30.5026;56.0377;-9.62191;1.94829;-18.4934;-7.66113;15.7145;-0.130233;3.98303;2.75942;-66.3543;4.83949;1.35613;-18.2862;14.8493;-0.253821;56.051;21.077;27.1701;15.7003;3.98615;-0.129496;2.75893;-18.5324;-7.7671;-0.0279514;-0.059947;1.37631;-9.6143;1.94699;-15.0016;-24.9993;0.00316921;0.0269109;0.00502702;-66.3553;0.0329488;15.0237;-25.0001
12.98;20.6695;27.7559;-17.9064;-0.399237;30.1563;55.8039;-9.8759;2.01744;-18.1624;-7.85451;15.4324;-0.128916;4.10146;2.83689;-66.2603;4.92749;1.32428;-18.2374;14.9939;-0.267535;56.0495;21.1177;27.1919;15.7157;3.9791;-0.130344;2.75931;-18.4358;-7.74367;0.030408;0.0472922;1.35907;-9.637;1.94543;-15.0003;-25.0024;-0.00176111;-0.0231585;-0.0053956;-66.362;-0.0373362;15.007;-25.0026
12.985;20.2224;28.4083;-17.5059;-0.600173;29.7214;55.4268;-10.1296;2.08327;-17.8131;-8.05206;15.1347;-0.12754;4.21485;2.92352;-66.1632;5.01327;1.29173;-17.484;16.1757;-0.607935;55.4245;20.1429;28.4157;15.1383;4.24215;-0.117548;2.91693;-17.8093;-8.02923;-0.0380042;-0.0351037;1.29233;-10.1017;2.08048;-14.9965;-24.999;-0.00394012;0.0135784;0.00196709;-66.1674;0.0396151;15.0035;-24.9989
12.99;19.7497;29.1351;-17.0787;-0.840586;29.1963;54.9071;-10.3825;2.1459;-17.4465;-8.25409;14.8222;-0.126223;4.32291;3.01989;-66.0635;5.09675;1.25862;-17.0633;16.7893;-0.834542;54.9128;19.7512;29.1328;14.8354;4.41646;-0.147289;3.00485;-17.4545;-8.27265;-0.0590861;-0.0468862;1.23615;-10.4288;2.14465;-15.004;-25.0079;0.00112015;-0.0107586;-0.000971984;-66.0712;0.0271842;14.9968;-25.002
12.995;19.2564;29.9269;-16.6289;-1.10953;28.5801;54.2469;-10.6343;2.20526;-17.0635;-8.46087;14.4959;-0.124848;4.42535;3.12669;-65.9617;5.17771;1.22498;-17.1008;17.4684;-0.874104;54.9088;19.7282;29.1303;14.8003;4.41055;-0.105701;3.00567;-17.4111;-8.24288;-0.054946;0.16081;1.18373;-10.3919;2.1431;-14.9983;-24.9998;-0.00283202;-0.00858816;0.00120211;-66.0597;-0.0386392;15.0009;-25.0048
13;18.7475;30.772;-16.1603;-1.39664;27.8736;53.4493;-10.8846;2.26129;-16.6651;-8.6728;14.1565;-0.123472;4.52178;3.2446;-65.8582;5.25614;1.19095;-16.1814;18.3759;-1.3986;53.4482;18.7488;30.0051;14.0815;4.61852;-0.138729;3.2503;-16.6848;-8.67534;-0.0506423;-0.124156;1.16681;-10.8843;2.25648;-14.9988;-24.999;0.0142341;-0.00683661;-0.00459965;-65.8435;0.0433034;14.9723;-24.992
13.005;18.2276;31.6571;-15.677;-1.69303;27.0793;52.5191;-11.1331;2.31412;-16.2522;-8.89024;13.8048;-0.122097;4.61191;3.37443;-65.7534;5.33195;1.15657;-16.1204;18.6838;-1.40104;53.4476;18.7539;30.0036;14.1166;4.5594;-0.101344;3.23123;-16.7184;-8.66829;-0.0585554;0.185918;1.2005;-10.8891;2.26227;-14.9984;-25.0005;0.00672091;-0.0111336;0.00609253;-65.8238;0.0352165;14.9984;-24.9954
13.01;17.7005;32.568;-15.1825;-1.99063;26.2018;51.463;-11.3796;2.36368;-15.8257;-9.1137;13.4416;-0.120722;4.69516;3.51699;-65.6477;5.405;1.12197;-15.1773;19.7992;-1.99505;51.4678;17.6328;29.9883;13.4381;4.85938;-0.120728;3.50902;-15.766;-9.11756;0.0547781;0.225642;1.10335;-11.3741;2.36472;-15.0084;-25.0052;-0.00945113;-0.00654889;-0.00820001;-65.6522;0.0461721;14.9955;-24.9983
13.015;17.1697;33.4897;-14.6801;-2.28226;25.2477;50.2901;-11.6235;2.41003;-15.3867;-9.34345;13.0678;-0.119347;4.77131;3.67306;-65.5416;5.47536;1.08724;-14.6964;20.1076;-2.09226;50.8645;17.3152;30.0458;13.1903;4.8867;-0.126453;3.67431;-15.4063;-9.41423;-0.0661166;0.215615;1.11772;-11.5209;2.40748;-15.0188;-24.9992;-0.0078813;-0.00646348;-0.00644316;-65.6125;-0.0229413;15.0167;-25.0027
13.02;16.6378;34.4074;-14.1731;-2.56141;24.2256;49.0122;-11.8648;2.45312;-14.9361;-9.57997;12.6843;-0.117915;4.83995;3.8434;-65.4355;5.54285;1.05241;-14.6968;20.9644;-2.28802;50.294;17.1677;29.9733;13.0421;4.88118;-0.130353;3.66784;-15.4105;-9.35768;0.0654879;0.14939;1.06638;-11.6243;2.41122;-15.0059;-24.9995;-0.00594555;-0.0177572;-0.00458124;-65.4795;-0.0158123;14.9889;-24.9955
13.025;16.1066;35.3069;-13.6642;-2.82216;23.1463;47.6445;-12.1029;2.493;-14.4749;-9.82353;12.2917;-0.11654;4.90074;4.02847;-65.3297;5.60742;1.01763;-13.4125;21.4778;-2.81336;47.6407;16.0472;30.0278;12.3009;5.01964;-0.118786;4.02033;-14.4776;-9.84405;0.0786291;0.155592;1.02051;-12.1345;2.49397;-14.9924;-24.9999;-0.00912208;-0.0365124;-0.0046973;-65.3236;0.0142341;15.0033;-24.9956
13.03;15.5773;36.1749;-13.1557;-3.05908;22.0231;46.2056;-12.3375;2.52967;-14.0041;-10.0741;11.8912;-0.115107;4.95374;4.22849;-65.2248;5.66907;0.982966;-13.6501;22.2399;-2.82578;47.6503;16.1063;30.0138;12.2879;4.98044;-0.0988585;4.01965;-14.4675;-9.82784;-0.0912109;0.128271;1.00524;-12.1183;2.4928;-15.0012;-25.0018;-0.00935407;-0.0212584;0.00295064;-65.3361;-0.0383232;15.0011;-24.9998
13.035;15.0504;36.9999;-12.6496;-3.26746;20.8714;44.7184;-12.5682;2.56318;-13.525;-10.3317;11.4836;-0.113675;4.99906;4.44317;-65.1211;5.72774;0.948474;-12.2135;21.8682;-3.28519;44.719;15.0649;30.1096;11.474;4.96762;-0.115515;4.44318;-13.5267;-10.3529;-0.163223;-0.0998813;0.930545;-12.5563;2.56528;-15.0203;-24.9974;0.00650234;-0.0288123;0.0121577;-65.1163;0.0169389;15.0008;-24.9964
13.04;14.5258;37.7727;-12.1476;-3.44325;19.7092;43.2102;-12.7945;2.59344;-13.0387;-10.5957;11.0701;-0.112242;5.03722;4.67127;-65.019;5.78326;0.914269;-12.6515;21.4143;-3.2563;44.7186;15.0252;30.0909;11.4307;5.0241;-0.130417;4.43738;-13.5052;-10.3003;0.0470737;0.181383;0.955625;-12.5668;2.54845;-14.9977;-24.9972;-0.0134012;0.00696679;-0.00914896;-65.1294;0.0414729;15.0008;-25.001
13.045;14.0029;38.4865;-11.6509;-3.58311;18.5572;41.7131;-13.0159;2.62048;-12.5467;-10.8649;10.6516;-0.110753;5.06947;4.91048;-64.919;5.83569;0.880464;-11.6712;20.5091;-3.57601;41.7094;13.8896;30.0006;10.6113;5.08319;-0.115586;4.90746;-12.5388;-10.8415;-0.050461;-0.142011;0.866833;-13.0093;2.62088;-14.9996;-25.0011;0.00666626;0.0145893;0.0136604;-64.9309;-0.029872;15.0007;-24.9998
13.05;13.4811;39.1378;-11.1607;-3.68435;17.4383;40.2638;-13.2317;2.64431;-12.0505;-11.1374;10.2298;-0.109263;5.09772;5.15708;-64.8216;5.88479;0.847175;-11.6182;20.4477;-3.60583;41.7203;14.0024;29.9961;10.653;5.06745;-0.106929;4.90842;-12.5676;-10.8665;0.022403;0.186546;0.856834;-13.0424;2.61326;-14.9965;-25.0046;-0.00183086;-0.0096145;-0.0134418;-64.9277;0.0363912;14.997;-24.9969
13.055;12.9595;39.726;-10.6778;-3.74525;16.3771;38.9033;-13.4412;2.66494;-11.5517;-11.4103;9.80577;-0.107716;5.12471;5.40528;-64.7272;5.93057;0.814517;-10.6597;19.1241;-3.76677;38.8156;12.9681;29.9762;9.8267;5.11559;-0.112923;5.40451;-11.5636;-11.391;-0.0270622;0.0981635;0.811208;-13.456;2.66202;-14.9955;-24.9991;-0.00363287;0.0201354;0.00363366;-64.7277;0.0268017;14.999;-25.0008
13.06;12.4376;40.2538;-10.2029;-3.76485;15.4002;37.6756;-13.6436;2.68219;-11.0522;-11.6797;9.38121;-0.106112;5.15444;5.64719;-64.6363;5.9728;0.782603;-10.2015;18.8156;-3.76522;38.2449;12.5036;29.967;9.65876;5.14698;-0.103073;5.64258;-11.2549;-11.6866;-0.0207041;0.143434;0.764544;-13.5433;2.68935;-15.0114;-24.9797;-0.00218313;0.0218566;0.00407079;-64.6847;0.0264465;14.9835;-24.9963
13.065;11.9151;40.7262;-9.73696;-3.74313;14.5339;36.626;-13.8378;2.69617;-10.5542;-11.9406;8.95797;-0.10445;5.19186;5.87287;-64.5491;6.01142;0.751606;-9.73609;17.7004;-3.74328;37.0256;12.0356;30.0605;9.13693;5.1872;-0.102217;5.87246;-10.7473;-11.9197;0.0193431;-0.0609531;0.742988;-13.8562;2.67459;-14.9998;-24.9954;-0.00273762;0.00808694;-0.00123888;-64.5912;0.0351345;15.0094;-25.0131
13.07;11.3879;41.0901;-9.27865;-3.67747;13.8026;35.7772;-14.023;2.70665;-10.06;-12.1885;8.53793;-0.102731;5.24113;6.07375;-64.4663;6.04619;0.72164;-9.26604;16.8248;-3.67765;35.7762;11.3906;30;8.5338;5.23288;-0.101806;6.07633;-10.0597;-12.1703;-0.00852525;-0.0358215;0.705941;-14.0185;2.70574;-14.9934;-24.9997;-0.00305879;0.0220752;0.00439864;-64.4754;-0.0506662;14.9984;-24.9916
13.075;10.8444;41.1863;-8.82349;-3.55194;13.2248;35.1098;-14.198;2.71376;-9.57183;-12.4245;8.12311;-0.100898;5.30129;6.25171;-64.3885;6.07696;0.692878;-9.28552;16.2715;-3.67711;35.7842;11.38;29.9794;8.52735;5.31755;-0.098851;6.06116;-10.0492;-12.1524;-0.0366813;-0.0752814;0.727907;-14.032;2.70377;-14.9981;-25.0017;-0.00219705;0.00833283;0.00221298;-64.4556;-0.0240119;15.0029;-25.0017
13.08;10.2875;41.0169;-8.37252;-3.36086;12.818;34.6528;-14.362;2.71742;-9.09187;-12.646;7.71528;-0.0990071;5.37486;6.40189;-64.3159;6.10366;0.665376;-8.36924;14.8898;-3.34985;34.6507;10.2883;30.0036;7.70915;5.45358;-0.1271;6.4015;-9.01772;-12.6671;0.0637393;0.104912;0.66149;-14.3568;2.71544;-15.0035;-24.9982;0.00792302;0.0254083;-0.00279263;-64.3222;-0.0122856;15.0176;-24.9994
13.085;9.72258;40.5939;-7.9275;-3.11024;12.5928;34.4254;-14.5147;2.71771;-8.62164;-12.8498;7.3157;-0.0971736;5.46487;6.51785;-64.2487;6.12624;0.639306;-8.36563;14.768;-3.36873;34.6502;10.3031;29.9767;7.6747;5.48054;-0.112535;6.40677;-9.17751;-12.655;0.052046;-0.140252;0.649169;-14.3622;2.71661;-14.9997;-24.9998;-0.00471492;-0.01987;-0.00205419;-64.2998;0.00871532;14.9993;-25.0013
13.09;9.15673;39.9418;-7.4877;-2.82033;12.4636;34.2857;-14.6564;2.71485;-8.1615;-13.0489;6.92465;-0.0953975;5.55855;6.6254;-64.187;6.14492;0.614612;-7.4979;13.0295;-2.7726;34.2967;9.15513;29.9886;6.90415;5.588;-0.131888;6.62405;-8.21699;-12.8761;-0.128915;0.0951855;0.61428;-14.6823;2.71071;-14.9981;-25.0068;-0.0174901;-0.0129763;-0.00698495;-64.187;0.0245614;14.9861;-24.9984
13.095;8.595;39.0879;-7.05128;-2.52027;12.3263;34.06;-14.7888;2.70917;-7.70972;-13.2604;6.54083;-0.0939078;5.63917;6.75838;-64.1308;6.16016;0.591235;-7.09433;12.7025;-2.58838;34.0512;8.82354;30.009;6.80325;5.72586;-0.115119;6.75634;-7.79009;-13.3138;-0.0473003;0.138926;0.683893;-14.8052;2.7109;-14.9975;-24.9983;-0.0173023;-0.0112006;0.0044806;-64.1732;0.0234412;14.9861;-24.9957
13.1;8.04026;38.0479;-6.61915;-2.22594;12.1788;33.7482;-14.913;2.70109;-7.26516;-13.4843;6.16314;-0.0926473;5.70677;6.91675;-64.0795;6.17236;0.569004;-6.79505;12.2022;-2.31934;33.7462;8.34338;29.9678;6.15042;5.91524;-0.155502;6.9104;-7.4945;-13.6126;0.0193431;-0.0577494;0.672856;-14.8445;2.70317;-15.0055;-25.0081;0.00546415;-0.00596925;0.00270476;-64.0855;0.019507;15.0012;-25.0006
13.105;7.4948;36.8412;-6.19213;-1.94473;12.0174;33.3511;-15.03;2.69078;-6.82679;-13.7208;5.79077;-0.0915587;5.76115;7.10112;-64.0326;6.18181;0.547977;-6.20571;11.6335;-1.93803;33.3561;7.51001;30.0101;5.76422;6.20607;-0.0833513;7.08001;-6.89403;-13.5748;-0.0417596;0.058685;0.540022;-15.0251;2.69241;-14.998;-24.9985;0.00387955;-0.00140013;0.00483577;-64.016;-0.0133597;15.0056;-25.0002
13.11;6.96029;35.49;-5.77066;-1.67945;11.8383;32.8701;-15.1406;2.67846;-6.39375;-13.9705;5.42287;-0.0905846;5.80194;7.31209;-63.9898;6.18886;0.527923;-6.14781;11.8428;-1.95195;33.3684;7.45898;29.9344;5.80828;6.47136;-0.145756;7.08187;-6.78825;-13.3797;-0.118294;-0.0611951;0.523356;-15.0262;2.68727;-14.9972;-25.0049;0.00655698;-0.0238773;0.00650234;-64.0348;-0.0410783;15.0037;-24.9996
13.115;6.43798;34.019;-5.35515;-1.43119;11.6379;32.3087;-15.2457;2.66431;-5.96506;-14.2335;5.05876;-0.0896679;5.82893;7.55015;-63.9507;6.19379;0.508901;-5.37112;11.6315;-1.42188;32.3109;6.42898;29.999;5.0365;6.64067;-0.107286;7.5314;-6.00897;-14.0615;-0.171649;-0.167673;0.508221;-15.2329;2.63449;-14.9962;-25.0086;0.0168842;0.0377573;0.0146986;-63.9477;0.0431668;14.9853;-25.0013
