Time;L.AnkleF;L.AnkleS;L.HipF;L.HipR;L.HipS;L.Knee;L.ShoulderF;L.ShoulderS;R.AnkleF;R.AnkleS;R.HipF;R.HipR;R.HipS;R.Knee;R.ShoulderF;R.ShoulderS;TorsoR;L.HipF_real;L.HipS_real;L.HipR_real;L.Knee_real;L.AnkleF_real;L.AnkleS_real;R.HipF_real;R.HipS_real;R.HipR_real;R.Knee_real;R.AnkleF_real;R.AnkleS_real;TorsoS_real;TorsoF_real;TorsoR_real;L.ShoulderF_real;L.ShoulderS_real;L.ElbowR_real;L.Elbow_real;Neck_real;HeadR_real;HeadF_real;R.ShoulderF_real;R.ShoulderS_real;R.ElbowR_real;R.Elbow_real
4.105;9.8162;24.3315;-8.52894;0.0239496;35.5902;59.0885;-19.4102;-4.74781;-8.48316;-1.68375;7.19125;-0.0414248;-8.10535;8.87718;-26.194;4.53307;0.208958;-8.51295;31.5724;0.101333;48.5893;9.05249;24.1987;7.15033;-8.15113;-0.0777689;8.88143;-8.43669;-1.60907;0.201764;-0.300159;0.332357;-19.3966;0.0238783;-15.0045;-24.998;0.0147532;-0.0569815;0.0235232;-26.2187;0.170482;14.9948;-24.9807
4.11;9.84829;23.9381;-8.55672;0.0235486;35.8425;58.9504;-19.4572;-4.74787;-8.51106;-1.89884;7.2148;-0.0413103;-7.99081;8.97768;-26.1952;4.56361;0.203744;-8.5592;31.7872;-0.0649337;48.7633;8.98151;23.9714;7.16847;-8.01755;0.0793395;8.88769;-8.56307;-1.71489;-0.148774;0.422051;0.226079;-19.4106;0.0394512;-15.0007;-24.9998;0.00696679;-0.0691929;0.00926174;-26.1905;0.105048;14.9855;-25.0015
4.115;9.87693;23.5781;-8.58159;0.0229756;36.0688;58.8196;-19.5049;-4.74816;-8.53593;-2.11364;7.23583;-0.0411957;-7.87502;9.07674;-26.1957;4.59392;0.198473;-8.66668;31.8449;0.108737;48.9123;9.67103;23.3883;7.21992;-7.84217;-0.11662;9.07817;-8.55061;-2.09243;0.153652;0.475217;0.13868;-19.5128;0.135921;-14.9876;-24.9826;-0.00412786;-0.0374411;0.00696679;-26.1777;-0.0601643;15.0035;-25.0027
4.12;9.90243;23.2547;-8.60359;0.0222881;36.2681;58.6984;-19.5531;-4.74862;-8.55804;-2.32793;7.25445;-0.0410811;-7.75773;9.1738;-26.1958;4.62406;0.193144;-8.73959;32.4043;0.0722907;49.2516;9.36741;23.5111;7.18711;-7.62078;0.0569911;9.06497;-8.37676;-1.95361;-0.218408;0.0812793;0.356071;-19.4515;-0.0478669;-15.0079;-24.9809;-0.00426769;0.047101;-0.0169162;-26.2013;0.0458169;14.9987;-25.0022
4.125;9.92477;22.9711;-8.62301;0.0214286;36.4395;58.5891;-19.6016;-4.74925;-8.57752;-2.54147;7.27083;-0.0409665;-7.63873;9.26851;-26.1955;4.65396;0.187816;-8.65967;33.3995;0.25799;49.2598;9.74373;23.0514;7.27735;-7.33431;-0.0733875;9.27086;-8.63467;-2.57531;-0.17961;-0.205757;0.266268;-19.6073;0.0174033;-14.995;-25.0002;-0.0131572;-0.0446701;-0.00577509;-26.172;0.0146166;15.0146;-24.993
4.13;9.94431;22.7302;-8.63992;0.0205119;36.5824;58.4938;-19.6504;-4.75005;-8.59448;-2.75415;7.28516;-0.0408519;-7.51784;9.36041;-26.1948;4.68364;0.182487;-8.81312;33.6659;0.154034;49.522;9.7398;22.6926;7.28945;-7.61987;-0.0547415;9.2725;-8.58522;-2.41534;-0.211866;-0.165037;0.378529;-19.5776;-0.00852976;-15.0038;-25.0012;0.0168842;-0.0550363;-0.0208613;-26.2035;-0.0171859;15;-25
4.135;9.96122;22.5345;-8.65453;0.0194233;36.6961;58.4147;-19.6994;-4.75114;-8.60909;-2.96563;7.29753;-0.0407373;-7.39482;9.44916;-26.194;4.71309;0.177216;-8.91501;34.1683;-0.0931021;49.7528;9.25933;22.6673;7.23388;-7.38866;-0.0632393;9.457;-8.5981;-2.96472;0.155619;0.313888;-0.192799;-19.6705;0.00841479;-14.9995;-24.9965;-0.00732588;0.0366371;0.00478113;-26.2118;0.0943932;15.0093;-24.991
4.14;9.9756;22.3864;-8.66702;0.0182774;36.7799;58.3531;-19.7484;-4.7524;-8.62164;-3.17585;7.30808;-0.0405654;-7.26952;9.53436;-26.1931;4.74226;0.172002;-8.91501;34.1683;-0.0931021;49.7528;9.25933;22.6673;7.23388;-7.38866;-0.0632393;9.457;-8.5981;-2.96472;0.155619;0.313888;-0.192799;-19.6705;0.00841479;-14.9995;-24.9965;-0.00732588;0.0366371;0.00478113;-26.2118;0.0943932;15.0093;-24.991
4.145;9.9878;22.2879;-8.67756;0.0170741;36.8332;58.3106;-19.7974;-4.75395;-8.63224;-3.38463;7.31696;-0.0404508;-7.14175;9.61566;-26.1922;4.77113;0.166788;-8.66371;35.1894;0.0531662;50.1809;9.71439;22.2804;7.37202;-7.0947;-0.050829;9.62469;-8.58597;-3.38797;0.104638;0.267689;0.323505;-19.803;-0.0345362;-14.995;-25.0005;-0.0156247;0.0812519;-0.0072128;-26.1907;-0.0425054;15.0159;-24.9993
4.15;9.99794;22.2407;-8.68638;0.0157563;36.8553;58.2882;-19.8462;-4.75578;-8.64101;-3.59182;7.32435;-0.0403362;-7.0114;9.6929;-26.1914;4.79978;0.161689;-8.75927;35.3472;-0.0777423;50.1953;10.0703;22.13;7.33218;-7.02953;-0.0432378;9.69422;-8.668;-3.59651;0.204906;0.300009;0.137096;-19.7581;0.00415276;-14.998;-25.0053;0.0130866;0.0607067;-0.011463;-26.2021;-0.0619756;15.02;-24.9963
4.155;10.0062;22.2462;-8.6936;0.0143239;36.8456;58.2866;-19.8948;-4.75784;-8.64828;-3.79739;7.33042;-0.0402216;-6.87836;9.76584;-26.1909;4.82809;0.156704;-8.67611;36.2641;0.0456803;50.2884;9.13336;22.2516;7.3398;-7.00905;-0.0410248;9.69152;-8.61711;-3.58594;-0.18883;0.165045;0.248564;-19.8144;0.0215561;-14.9967;-25.0008;-0.00627477;0.0596959;0.00458989;-26.1918;0.0604608;15.0028;-24.9966
4.16;10.013;22.3053;-8.69945;0.0128343;36.8033;58.3059;-19.9431;-4.76013;-8.65407;-4.00119;7.33529;-0.040107;-6.74262;9.83436;-26.1906;4.85605;0.151777;-8.68632;36.9162;0.0827819;50.3954;8.43083;22.5906;7.35644;-6.72257;-0.0430407;9.83208;-8.65445;-3.98421;-0.292183;-0.141126;-0.288838;-19.9138;-0.0471739;-15.0062;-25.0022;-0.00782175;0.0513084;0.0174306;-26.2026;0.119146;14.9768;-24.9912
4.165;10.0182;22.4186;-8.70409;0.0113446;36.7276;58.346;-19.991;-4.76277;-8.65865;-4.20322;7.33913;-0.0399925;-6.60414;9.89842;-26.1908;4.88372;0.146964;-8.75377;36.7921;0.0667446;50.6862;9.40197;22.6895;7.2832;-6.70258;-0.0636283;9.83367;-8.67605;-3.98924;-0.180223;0.200753;0.237117;-19.8912;-0.0338952;-14.9808;-25.0031;-0.00394464;0.0654879;0.0146713;-26.1751;0.0805689;14.9952;-24.997
4.17;10.0223;22.5863;-8.70764;0.00974028;36.6176;58.4062;-20.0384;-4.76569;-8.66215;-4.40358;7.34205;-0.0398779;-6.46291;9.95812;-26.1914;4.91105;0.142323;-8.7003;36.6127;0.0548054;50.8885;9.92896;22.5703;7.28497;-6.46261;-0.0621921;9.96033;-8.66141;-4.38834;-0.155276;0.299517;0.174634;-20.0399;-0.0260556;-14.9968;-25;0.0099994;-0.0520126;0.0262006;-26.1336;0.0192065;14.9991;-25.0038
4.175;10.0252;22.8084;-8.71022;0.00802141;36.4721;58.4834;-20.0853;-4.7689;-8.66473;-4.6024;7.34417;-0.0397633;-6.31909;10.0138;-26.1925;4.93809;0.137739;-8.72443;36.6262;-0.0748549;51.0455;9.69589;22.5942;7.30967;-6.52982;-0.0293918;9.95407;-8.62946;-4.36161;-0.177389;0.2222;0.116742;-19.9883;0.00625645;-15.0029;-24.9908;0.00958958;-0.0120734;0.033386;-26.1731;0.0155728;14.9888;-25.0004
4.18;10.0234;23.0938;-8.70821;0.000515662;36.2728;58.5099;-20.1317;-4.77245;-8.66656;-4.80391;7.34566;-0.0396487;-6.17706;10.0739;-26.1943;4.96479;0.133327;-8.76433;36.2415;0.0435766;51.6371;9.17016;23.3497;7.3177;-6.17803;0.0577561;10.0551;-8.67017;-5.05544;0.141139;0.2275;0.10748;-20.1179;0.10931;-14.9903;-25.0004;0.0280311;0.0105185;0.00221298;-26.1868;0.0514177;15.0015;-24.9966
4.185;10.0146;23.4453;-8.69928;-0.0199389;36.0126;58.4549;-20.1778;-4.77629;-8.66736;-5.01155;7.34635;-0.0395341;-6.04006;10.1452;-26.1967;4.99121;0.12903;-8.70475;36.3705;-0.0481696;51.7649;9.00651;23.3051;7.34743;-6.12355;0.0838474;10.0746;-8.69326;-4.71818;-0.176872;0.14674;0.192201;-20.1266;0.0474015;-14.9972;-25.0012;0.00439864;0.031938;-0.00482779;-26.1972;-0.0273261;14.9947;-25.0012
4.19;9.9984;23.8605;-8.68312;-0.0565509;35.6926;58.3183;-20.2238;-4.78047;-8.66702;-5.22566;7.34606;-0.0394195;-5.90857;10.2286;-26.1994;5.01739;0.124848;-8.70169;35.6987;0.10054;52.0966;7.96127;24.1733;7.30325;-6.30759;-0.132588;10.2272;-8.76524;-5.63712;-0.114915;0.0992836;0.185945;-20.1831;-0.0501699;-15.0026;-24.9934;0.005792;-0.0327251;-0.0104934;-26.2167;0.188814;14.9614;-25.0041
4.195;9.97508;24.3363;-8.65968;-0.109721;35.3137;58.1004;-20.27;-4.78489;-8.66513;-5.44642;7.34446;-0.0393622;-5.78275;10.3242;-26.2022;5.04335;0.120608;-8.68153;35.789;-0.243065;52.1605;8.44545;24.1822;7.29882;-6.31862;0.130593;10.213;-8.66538;-5.13845;0.138434;0.192939;0.107999;-20.2294;0.0786565;-15.0009;-24.9952;-0.00515972;0.0431395;0.00958958;-26.2053;-0.164327;15.0556;-25.0029
4.2;9.94494;24.8695;-8.62915;-0.178362;34.8766;57.8015;-20.3165;-4.78953;-8.66123;-5.674;7.34125;-0.0392476;-5.6626;10.4325;-26.2048;5.06913;0.116425;-8.62763;35.2364;-0.272873;52.5453;9.83372;25.453;7.34671;-6.0322;0.0423198;10.4315;-8.65039;-5.59215;0.22485;0.320691;0.0926993;-20.3317;0.084831;-15.0217;-25.0031;-0.00588438;-0.0112572;-0.00779445;-26.2042;-0.0272019;15.0283;-25.0012
4.205;9.90839;25.4557;-8.59179;-0.260639;34.3822;57.4223;-20.3637;-4.79434;-8.65499;-5.9084;7.33604;-0.039133;-5.54818;10.5533;-26.2071;5.09474;0.112128;-8.59399;34.9601;-0.344796;52.6249;9.585;25.2944;7.25066;-6.24739;-0.0688669;10.5577;-8.56973;-6.13368;0.149636;0.419538;0.0780554;-20.3815;0.111277;-15.038;-25.0065;0.010136;-0.0157538;0.0159007;-26.1893;0.0160919;14.9919;-24.9995
4.21;9.86587;26.0903;-8.54796;-0.35489;33.8321;56.9638;-20.4118;-4.79938;-8.64599;-6.14979;7.32853;-0.0390757;-5.43978;10.6872;-26.2087;5.12024;0.107773;-8.54446;34.6965;-0.40516;52.705;8.55383;26.285;7.30341;-6.34587;-0.170494;10.6918;-8.87103;-6.10433;-0.126639;-0.347416;0.272033;-20.3526;0.0143707;-15.0071;-24.987;-0.00829953;0.0814705;-0.0218304;-26.2188;0.059368;14.9994;-25.0002
4.215;9.81803;26.7678;-8.49782;-0.459512;33.2279;56.4273;-20.461;-4.80459;-8.63379;-6.39839;7.31828;-0.0390184;-5.33739;10.8343;-26.2094;5.14562;0.103247;-8.50245;34.322;-0.64122;52.8566;8.13544;26.857;7.29931;-6.55057;0.0498604;10.8357;-8.65334;-6.33672;0.263618;0.158242;0.20201;-20.4273;0.023168;-15.0049;-25.0013;0.00636574;0.0436313;0.00357902;-26.1825;-0.0238652;14.9988;-24.9899
4.22;9.76538;27.4822;-8.44173;-0.57313;32.5716;55.8146;-20.5115;-4.80998;-8.61803;-6.65433;7.30504;-0.0389038;-5.24125;10.9951;-26.209;5.17089;0.0985487;-8.50415;33.8494;-0.533485;53.1984;7.90083;27.2497;7.30623;-6.70692;-0.102257;10.8342;-8.67623;-6.66939;-0.152564;0.231489;0.170072;-20.4741;-0.0779602;-15.0035;-24.992;0.0183322;0.0137697;-0.0110272;-26.2248;0.0356263;15.003;-25.0043
4.225;9.70831;28.2272;-8.38008;-0.69431;31.8658;55.1281;-20.5637;-4.81542;-8.59821;-6.91784;7.28842;-0.0388465;-5.15146;11.1698;-26.2072;5.1961;0.0936213;-8.37833;33.1941;-0.850595;53.3361;9.9017;29.0366;7.27803;-6.9595;-0.184836;11.1725;-8.63368;-7.20114;0.26564;0.141358;0.190316;-20.573;-0.123923;-15.0617;-25.004;0.0204632;-0.0252955;0.00497238;-26.2144;0.091306;14.9922;-24.9991
4.23;9.64741;28.9959;-8.31316;-0.821736;31.1135;54.3705;-20.6175;-4.82104;-8.57403;-7.18907;7.26808;-0.0387892;-5.06833;11.3589;-26.2039;5.22131;0.0884647;-8.39713;32.6086;-0.70155;53.5205;8.25704;28.7604;7.29369;-6.95001;0.0551606;11.1621;-8.63178;-6.92575;0.21638;0.201654;-0.0926971;-20.5778;0.10483;-15.0229;-25.0016;0.00800498;-0.00722293;0.0375387;-26.212;0.0512264;15.006;-25.0031
4.235;9.58306;29.7816;-8.24125;-0.953975;30.3179;53.5455;-20.6734;-4.82677;-8.54504;-7.46822;7.24373;-0.0387319;-4.99184;11.5627;-26.199;5.24646;0.0830789;-8.27203;32.3162;-0.94561;53.5438;8.98563;29.7851;7.17246;-7.38606;0.146822;11.5664;-8.87421;-7.45509;0.181164;0.174907;0.169307;-20.6828;0.0685478;-14.9886;-24.9956;0.0168296;-0.0238932;0.0344788;-26.147;-0.0276116;15.0179;-24.9977
4.24;9.51563;30.5773;-8.16482;-1.08954;29.4829;52.6576;-20.7313;-4.83256;-8.51094;-7.75544;7.21509;-0.0387319;-4.92217;11.7813;-26.1921;5.27156;0.0773493;-8.24279;32.0139;-0.92699;53.5418;9.55445;29.803;7.21959;-7.37672;-0.173966;11.5575;-8.50896;-7.57277;0.0854866;0.242663;0.141713;-20.6759;-0.0330035;-14.9871;-24.9975;0.015163;0.0186874;0.00549147;-26.2079;-0.089748;14.9675;-25.0022
4.245;9.44544;31.3761;-8.08409;-1.22687;28.6129;51.7118;-20.7915;-4.83846;-8.4713;-8.05074;7.18174;-0.0386747;-4.85943;12.015;-26.1832;5.29671;0.0712759;-8.06882;31.6899;-1.28023;51.7064;9.43301;30.1643;7.18091;-6.90629;-0.163338;12.0005;-8.98572;-8.22342;0.127916;0.107015;0.209878;-20.7903;-0.0484887;-14.9963;-25.0001;-0.0117899;-0.00638389;-0.0023553;-26.188;-0.0391484;15.0019;-25.0006
4.25;9.37267;32.1713;-7.99946;-1.36438;27.7129;50.7146;-20.8541;-4.84447;-8.42592;-8.35418;7.14352;-0.0386747;-4.80345;12.2636;-26.1721;5.3218;0.0648588;-8.10276;31.5403;-1.31086;51.6994;9.37102;30.0767;7.1167;-7.04789;0.114146;11.995;-8.94558;-8.00685;0.0590128;-0.0394923;0.154362;-20.7989;0.054942;-15.0019;-25.002;0.00352438;0.0138243;0.00546415;-26.19;0.0484397;14.9991;-24.996
4.255;9.2975;32.9565;-7.91117;-1.50058;26.7882;49.6729;-20.9191;-4.85055;-8.37441;-8.66559;7.10015;-0.0386747;-4.75417;12.5269;-26.1589;5.3469;0.0580979;-7.89801;30.5672;-1.5766;50.3791;9.76108;30.4265;7.04845;-6.62562;0.126413;12.4865;-9.0784;-8.7241;-0.0354061;0.190125;0.0726459;-20.9255;-0.0161723;-14.9966;-24.9948;-0.00754275;0.0114474;-0.00357426;-26.1536;0.0203813;14.9964;-24.9994
4.26;9.21986;33.7258;-7.81956;-1.6339;25.845;48.5954;-20.9867;-4.85673;-8.3166;-8.98461;7.05151;-0.0386747;-4.7112;12.8043;-26.1434;5.37194;0.0509932;-7.83873;30.1091;-2.78865;48.6321;10.3957;29.9956;7.0319;-5.98366;0.0590948;12.7888;-8.62036;-8.94982;0.203813;0.360115;0.0896394;-20.9781;-0.00609302;-14.9997;-25.0026;0.00666626;0.0107371;0.0103546;-26.1412;-0.00438915;15.0066;-25.0011
4.265;9.13977;34.4736;-7.7249;-1.76282;24.89;47.4913;-21.0568;-4.86304;-8.25237;-9.31085;6.99736;-0.0386747;-4.67402;13.0945;-26.1255;5.39703;0.0434875;-7.84128;30.2799;-2.88518;48.5966;9.2905;30.2438;7.00971;-5.7475;-0.187898;12.807;-8.28672;-8.9703;0.0765528;0.171083;0.080323;-20.993;0.0243701;-15.0074;-25.0001;0.00909781;0.0228675;-0.00676074;-26.149;-0.0146205;15.0073;-24.9997
4.27;9.05697;35.195;-7.62744;-1.88589;23.9303;46.3716;-21.1294;-4.86945;-8.18149;-9.6434;6.93766;-0.0386747;-4.64176;13.3961;-26.1054;5.42201;0.0356953;-7.61442;30.1364;-3.27197;47.4332;10.1276;29.9658;6.86773;-5.54181;0.169143;13.4015;-8.07873;-9.65352;-0.177936;0.246051;0.071799;-21.1301;-0.0121404;-14.9994;-25.0004;0.0102726;-0.0218964;0.00494506;-26.1146;0.02019;15.003;-25.0025
4.275;8.97126;35.8858;-7.5274;-2.00169;22.9739;45.2482;-21.2044;-4.87604;-8.10403;-9.98115;6.87234;-0.0386747;-4.61334;13.7068;-26.083;5.44694;0.027502;-7.58414;29.9588;-3.71872;46.3755;10.424;29.9134;6.89614;-5.47323;0.0922349;13.384;-8.10498;-9.64878;-0.206096;-0.345564;0.129118;-21.1322;0.0235505;-14.9985;-25.0021;-0.0261411;0.0208457;-0.0144782;-26.0831;0.00532755;15.0012;-25.0012
4.28;8.88165;36.5282;-7.42467;-2.10831;22.0286;44.1286;-21.2817;-4.88275;-8.01992;-10.3232;6.80147;-0.0387319;-4.58767;14.0245;-26.0584;5.4718;0.0190222;-7.42919;30.4833;-3.6107;45.1031;9.26903;29.8562;6.71495;-5.33278;0.106606;14.0092;-7.86023;-10.4285;-0.0602586;-0.576775;0.148133;-21.2837;-0.00644387;-14.9988;-25.001;-0.00370088;0.0380578;0.00663894;-26.0649;-0.0212905;14.9997;-25.0023
4.285;8.78276;37.0174;-7.31724;-2.19712;21.0993;42.9886;-21.3613;-4.88968;-7.92933;-10.6735;6.72503;-0.0387319;-4.56888;14.3573;-26.0319;5.4965;0.0102559;-7.45641;30.2423;-3.42018;44.9955;10.3594;29.9484;6.77227;-5.20772;-0.121982;14.0083;-7.8841;-10.3178;0.123818;0.728125;0.0127042;-21.2894;0.0141522;-14.9983;-25.0007;0.0138243;-0.0358682;-0.00699299;-26.0558;0.0220752;15.0005;-24.9983
4.29;8.67275;37.3343;-7.20472;-2.26049;20.1965;41.84;-21.4432;-4.89684;-7.8321;-11.0338;6.64304;-0.0387892;-4.55845;14.7086;-26.0035;5.52114;0.00114592;-7.12807;31.2483;-2.60532;43.3484;11.5327;30.1324;6.67708;-4.69652;-0.144483;14.716;-8.95955;-10.6044;0.0940927;-0.665505;0.0779461;-21.4429;-0.0461377;-15.0036;-24.9973;0.00751321;-0.0298351;-0.00569629;-25.9771;0.0300801;14.9988;-25.0028
4.295;8.55088;37.4808;-7.08714;-2.29504;19.3309;40.7018;-21.5273;-4.90429;-7.72834;-11.4025;6.5555;-0.0388465;-4.55473;15.075;-25.9733;5.54566;-0.0081933;-7.13131;31.3489;-2.3542;43.2854;12.344;30.4977;6.66793;-4.50617;0.184606;14.7079;-8.41669;-10.7739;-0.0427116;0.636984;-0.15132;-21.4589;0.0421832;-15.0063;-25.0055;0.00797766;0.0425931;0.0125129;-26.0055;-0.0175188;15.0005;-25.0016
4.3;8.41669;37.4603;-6.96442;-2.30031;18.5129;39.5927;-21.6133;-4.91197;-7.6181;-11.7769;6.46245;-0.0389038;-4.55519;15.4512;-25.9414;5.57001;-0.017819;-6.96005;31.28;-2.26793;42.7521;11.9922;29.8048;6.4339;-4.52812;0.13573;15.2892;-9.17116;-11.7525;-0.423759;0.115594;-0.253028;-21.6263;-0.0623201;-15.0068;-24.9999;-0.0338328;0.0207638;-0.0069556;-25.9547;-0.0122477;15.0081;-24.9988
4.305;8.26996;37.2781;-6.83676;-2.27751;17.7522;38.5307;-21.7012;-4.91993;-7.50151;-12.1538;6.36407;-0.0389611;-4.55662;15.831;-25.9078;5.59419;-0.0276739;-6.82648;31.119;-2.23766;42.7466;10.7121;30.4762;6.35645;-4.55413;-0.0599015;15.8275;-9.00185;-11.7819;0.0912513;0.564802;-0.270352;-21.7214;0.016693;-14.9996;-24.9982;-0.0261348;0.0245067;-0.00645487;-25.9052;-0.0118109;14.9954;-25.0008
4.31;8.11113;36.9407;-6.70424;-2.22846;17.0577;37.5325;-21.7904;-4.92818;-7.37884;-12.5296;6.26048;-0.0390757;-4.5553;16.207;-25.8728;5.61802;-0.0377006;-6.81469;31.0455;-2.29111;42.6814;11.3596;30.1832;6.31066;-4.57825;0.0733289;15.812;-7.92473;-11.8204;-0.175175;-0.470207;-0.110173;-21.7051;-0.0388999;-15.0059;-24.9967;0.0179224;-0.0166205;-0.00386627;-25.873;-0.0242147;14.993;-24.9915
4.315;7.94108;36.4563;-6.56736;-2.15518;16.4365;36.6131;-21.8807;-4.93678;-7.25044;-12.9004;6.15202;-0.039133;-4.54751;16.5714;-25.8364;5.64151;-0.047842;-6.52819;30.5898;-2.21777;41.9682;11.721;30.7044;6.13996;-4.51999;-0.0526643;16.572;-8.56713;-13.0283;-0.290736;-0.23482;-0.246763;-21.8652;0.0365005;-15.0144;-25.0001;-0.00313052;-0.0345218;-0.0137867;-25.8314;-0.0180572;15.009;-25.0007
4.32;7.761;35.8339;-6.42647;-2.05996;15.8941;35.7849;-21.9715;-4.94571;-7.11665;-13.2619;6.03898;-0.0391903;-4.52917;16.9161;-25.799;5.6646;-0.0580406;-6.5788;30.8622;-2.37718;41.8355;12.0237;29.7937;6.05502;-4.65573;-0.103153;16.5579;-7.57862;-13.0715;0.129391;0.652529;0.0820442;-21.8686;-0.0144071;-15.0043;-24.9999;-0.0148687;-0.0480332;-0.0142189;-25.84;-0.0141613;15.0019;-25.0005
4.325;7.5725;35.0835;-6.28225;-1.94525;15.4344;35.0577;-22.0625;-4.955;-6.97805;-13.6103;5.92181;-0.0392476;-4.49646;17.2334;-25.7608;5.68718;-0.0682393;-6.20898;30.3869;-1.93681;40.7719;10.585;30.3989;5.90361;-4.56748;-0.170102;17.2338;-8.6655;-13.8428;-0.238309;0.376425;-0.223833;-22.0896;0.0439045;-14.9971;-24.9967;0.0240423;0.0149444;0.02019;-25.7603;-0.0226404;15.0114;-24.9987
4.33;7.37758;34.2157;-6.13546;-1.81376;15.0592;34.4386;-22.1531;-4.96474;-6.83516;-13.9419;5.80085;-0.0393049;-4.44575;17.5157;-25.7219;5.70912;-0.0784379;-6.23173;30.5582;-1.95473;40.8049;10.7941;30.483;5.94587;-4.61116;0.106032;17.2364;-8.08627;-13.7459;-0.263779;-0.401618;0.122014;-22.0571;-0.0272881;-14.9998;-24.9996;-0.0293588;-0.0120085;-0.015635;-25.7641;0.0262826;15.0021;-25.0006
4.335;7.17813;33.2415;-5.98672;-1.66834;14.7686;33.9315;-22.243;-4.97482;-6.68848;-14.2534;5.67669;-0.0393049;-4.37407;17.7571;-25.6827;5.73049;-0.0884647;-5.9189;30.3225;-1.65464;41.261;8.44974;29.8852;5.67944;-4.56998;-0.207954;17.7608;-7.38593;-13.7394;-0.125216;0.24739;-0.225102;-22.2277;-0.0407965;-14.9839;-25.0007;-0.0111897;-0.0204668;-0.0173359;-25.6799;-0.116753;15.005;-25.0003
4.34;6.97588;32.1871;-5.83563;-1.51502;14.5179;33.4691;-22.3324;-4.98542;-6.53837;-14.5566;5.54955;-0.0393622;-4.29289;17.9807;-25.6437;5.75124;-0.0984341;-5.82305;30.2742;-1.59647;41.1563;7.60014;30.2437;5.53019;-4.40768;-0.16226;17.8341;-7.44559;-14.554;-0.12678;-0.299684;0.198048;-22.2692;-0.0444055;-14.9982;-25.0016;-0.0167166;-0.0234259;-0.0197406;-25.6489;-0.112485;14.994;-24.9991
4.345;6.77127;31.0826;-5.68076;-1.36261;14.2567;32.9745;-22.4223;-4.99659;-6.38441;-14.8696;5.41909;-0.0394195;-4.21972;18.2221;-25.6049;5.77163;-0.108346;-5.77419;30.3204;-1.55754;41.1131;8.28218;30.3277;5.49729;-4.32106;-0.118731;17.9837;-7.50871;-14.52;0.0847763;0.347274;0.117534;-22.3495;0.0183049;-15.0104;-24.9996;-0.0154952;0.0328396;0.0143707;-25.6409;0.0418554;14.9808;-25.0001
4.35;6.56472;29.9407;-5.52228;-1.21542;13.9857;32.4528;-22.5129;-5.00822;-6.22616;-15.1928;5.28508;-0.0395341;-4.15503;18.4821;-25.5662;5.79163;-0.118258;-5.4501;30.2728;-1.31907;40.6;8.87668;29.8322;5.27755;-4.1315;-0.130555;18.4814;-8.67793;-15.1316;-0.212766;0.353968;-0.106078;-22.4992;-0.0567302;-14.9981;-24.9996;0.022485;0.0257361;-0.00900267;-25.5923;0.0183869;15.0022;-24.9994
4.355;6.35639;28.7738;-5.36031;-1.0751;13.7054;31.9089;-22.6043;-5.02043;-6.0635;-15.5255;5.14728;-0.039706;-4.09797;18.7593;-25.5274;5.81134;-0.128171;-5.48317;30.1866;-1.2874;40.2291;8.47285;30.6927;5.28788;-4.2736;-0.0927675;18.4827;-8.31496;-15.0684;0.200753;0.493386;-0.288377;-22.5532;-0.0134586;-15.0002;-25.0065;0.0148898;0.0539312;-0.0154781;-25.5598;-0.0380689;14.9989;-24.997
4.36;6.14663;27.595;-5.19495;-0.942;13.4162;31.3479;-22.6966;-5.03309;-5.89614;-15.8663;5.00553;-0.0399352;-4.0472;19.0511;-25.4885;5.83071;-0.13814;-5.12066;30.1197;-1.08753;39.7628;7.51474;28.4373;4.99841;-4.18997;0.0452432;19.0344;-7.63532;-15.9312;-0.120108;0.431285;-0.231012;-22.7314;0.0174033;-15.0014;-24.9987;-0.00810784;-0.0228123;-0.00683973;-25.4882;0.032703;15.0031;-25.0006
4.365;5.93544;26.4175;-5.02639;-0.816236;13.1191;30.7753;-22.7897;-5.04621;-5.72408;-16.2137;4.85977;-0.0401643;-4.00119;19.3541;-25.4492;5.84978;-0.148167;-5.21225;30.22;-0.959086;39.688;8.98408;27.8712;4.97148;-4.02858;-0.0914483;19.0176;-7.92631;-15.912;-0.320212;0.269984;-0.208608;-22.6959;-0.0536778;-15.0004;-24.9979;0.0022403;0.0376753;0.005792;-25.4934;-0.0219107;15.0018;-25.0008
4.37;5.72305;25.2544;-4.85479;-0.698092;12.8153;30.1976;-22.8836;-5.05985;-5.54721;-16.5656;4.70988;-0.0403935;-3.95776;19.6641;-25.4095;5.86846;-0.158251;-4.87596;30.8692;-0.700033;38.9629;8.5891;25.0999;4.61997;-4.21076;0.0863336;19.6604;-8.80983;-16.9496;-0.254343;0.285775;-0.115461;-22.8748;-0.0337316;-14.9935;-25.0028;-0.0150083;-0.027368;-0.0122369;-25.3958;-0.031481;15.0086;-24.9932
4.375;5.50887;24.0901;-4.67969;-0.588141;12.4785;29.5647;-22.9769;-5.07366;-5.36586;-16.8977;4.55622;-0.038159;-3.95776;20.0461;-25.3679;5.8864;-0.168392;-4.85368;30.6425;-0.796936;38.8226;7.87013;25.5159;4.61286;-4.21272;-0.0935282;19.6633;-8.24888;-16.4884;-0.264325;0.266104;-0.152302;-22.871;-0.0253579;-15.0118;-25.004;0.0189606;0.0229768;0.00890657;-25.4216;-0.0581157;15.0025;-25.0005
