Time HeadF HeadR L.AnkleF L.AnkleS L.Elbow L.ElbowR L.HipF L.HipR L.HipS L.Knee L.ShoulderF L.ShoulderS Neck R.AnkleF R.AnkleS R.Elbow R.ElbowR R.HipF R.HipR R.HipS R.Knee R.ShoulderF R.ShoulderS TorsoF TorsoR TorsoS L.HipF_real L.HipS_real L.HipR_real L.Knee_real L.AnkleF_real L.AnkleS_real R.HipF_real R.HipS_real R.HipR_real R.Knee_real R.AnkleF_real R.AnkleS_real TorsoS_real TorsoF_real TorsoR_real L.ShoulderF_real L.ShoulderS_real L.ElbowR_real L.Elbow_real Neck_real HeadR_real HeadF_real R.ShoulderF_real R.ShoulderS_real R.ElbowR_real R.Elbow_real Yaw Pitch Roll R.FTS.Ankle_Fx R.FTS.Ankle_Fy R.FTS.Ankle_Fz R.FTS.Ankle_Tx R.FTS.Ankle_Ty R.FTS.Ankle_Tz L.FTS.Ankle_Fx L.FTS.Ankle_Fy L.FTS.Ankle_Fz L.FTS.Ankle_Tx L.FTS.Ankle_Ty L.FTS.Ankle_Tz
21272 0 0 -30.9089 10.9756 -120 0 -32.6739 -0.0924181 -11.1702 59.2633 19.0256 7.78197 0 -47.6378 14.3597 -120 0 -21.5979 -0.445647 -14.4717 64.8172 18.4 -7.46736 0 0.079813 0 -32.6668 -11.1958 -0.0920737 59.2563 -31.037 10.9796 -21.535 -14.4551 -0.444985 64.7795 -39.9966 14.3635 -0.00680859 -0.0329386 0.0850222 19.0333 7.78073 0.0104365 -120.001 -0.00142181 0.00942566 -0.000465563 18.4026 -7.46732 0.000601057 -119.999 3.74619 5.447 -0.891372 2.34244 -0.218819 11.7103 0.00125563 0.281665 0.020097 4.92009 -4.43357 -928.606 2.05741 -20.8144 -0.418823
21277 0 0 -30.9045 10.9743 -120 0 -32.6839 -0.0929911 -11.1695 59.2686 19.0258 7.78283 0 -47.6197 14.3563 -120 0 -21.656 -0.445131 -14.4685 64.8568 18.3997 -7.46656 0 0.0796411 0 -32.6825 -11.2182 -0.0795161 59.2595 -30.844 10.9195 -21.6106 -14.4746 -0.44929 64.818 -39.9987 14.3597 0.0318833 -0.0227571 0.0828912 19.0258 7.78147 -0.00159418 -120 0.00483577 0.00297796 0.0022403 18.4008 -7.46525 0.0022403 -119.999 3.73276 5.44635 -0.903618 1.93262 -0.0829467 11.0369 0.00665944 0.23263 0.0181388 6.44332 0.453999 -929.295 1.76956 -23.1889 -0.254096
21283 0 0 -30.9001 10.973 -120 0 -32.6939 -0.0936213 -11.1689 59.2739 19.026 7.78363 0 -47.6013 14.3527 -120 0 -21.7148 -0.444615 -14.4652 64.8969 18.3996 -7.4657 0 0.0794692 0 -32.6823 -11.2029 -0.0854066 59.2697 -30.92 10.9815 -21.6577 -14.4714 -0.445195 64.8557 -39.9995 14.3572 -0.00931514 0.0184142 0.0793668 19.0269 7.78147 0.00185781 -120 0.000573736 0.0030326 0.000163925 18.4 -7.46621 -0.00130585 -120 3.72104 5.42272 -0.878432 0.68087 -0.846098 10.8707 -0.00335128 0.264943 -0.0118029 1.94903 12.07 -924.695 1.74059 -23.9306 0.130419
21288 0 0 -30.8957 10.9717 -120 0 -32.704 -0.0941943 -11.1682 59.2794 19.0262 7.78449 0 -47.5827 14.3492 -120 0 -21.7742 -0.444042 -14.4619 64.9373 18.3993 -7.46484 0 0.0792974 0 -32.6958 -11.1594 -0.097335 59.2756 -31.2467 10.9666 -21.7162 -14.4346 -0.451946 64.8957 -40.0035 14.3513 0.00595592 0.0148898 0.0792302 19.0253 7.78409 -0.0024363 -120 -0.000408846 0.00516362 -0.00311109 18.4036 -7.46573 -0.000649221 -120 3.70642 5.43066 -0.863479 2.12236 -1.10523 10.7522 0.00188414 0.238518 -0.0259079 -2.75148 12.1811 -917.644 2.17147 -23.7208 0.181039
21293 0 0 -30.8912 10.9704 -120 0 -32.7143 -0.0948245 -11.1675 59.2849 19.0264 7.78535 0 -47.5638 14.3456 -120 0 -21.8342 -0.443527 -14.4585 64.9781 18.3991 -7.46398 0 0.0790682 0 -32.7038 -11.2071 -0.0824116 59.2813 -31.2046 10.9782 -21.776 -14.4646 -0.443641 64.9357 -39.9856 14.3489 0.00734928 -0.00585942 0.0798859 19.0261 7.785 -0.00190792 -120 0.00234958 -0.00228159 -0.000567556 18.3994 -7.46598 0.00103819 -120 3.70364 5.43177 -0.863779 2.09157 -0.858178 11.2598 -0.00149847 0.233436 -0.0212867 -3.13398 8.90121 -906.733 2.8218 -25.6218 0.108152
21298 0 0 -30.8866 10.9692 -120 0 -32.7247 -0.0954548 -11.1668 59.2905 19.0266 7.78621 0 -47.5446 14.3419 -120 0 -21.895 -0.442954 -14.4552 65.0192 18.3989 -7.46312 0 0.0788963 0 -32.7062 -11.2118 -0.0847164 59.2875 -30.8534 10.9856 -21.8344 -14.4555 -0.445298 64.9778 -39.9963 14.3555 0.00327849 0.0192338 0.0777002 19.0276 7.78549 -0.000533056 -120 -0.000991692 -0.00398915 0.00109283 18.3998 -7.46437 0.00243155 -120 3.67795 5.42621 -0.880506 1.25936 -1.73858 11.6281 -0.00426752 0.286951 -0.0531004 -9.94113 16.5427 -905.044 2.55912 -23.205 0.394855
21307 0 0 -30.882 10.9678 -120 0 -32.7352 -0.096085 -11.1661 59.2962 19.0268 7.78707 0 -47.5251 14.3383 -120 0 -21.9564 -0.442381 -14.4517 65.0607 18.3987 -7.46226 0 0.0787244 0 -32.7233 -11.1582 -0.0682072 59.2913 -30.8439 10.9866 -21.8988 -14.4578 -0.442192 65.0194 -40.0049 14.3419 -0.011697 -0.0180716 0.0807328 19.0278 7.7856 -0.00190929 -120 -0.00194885 -0.00308624 0.00103819 18.3997 -7.46126 0.000956226 -120 3.66971 5.42268 -0.882998 2.67363 -3.30348 11.2921 0.00249373 0.241111 0.00634097 -0.724428 21.553 -912.466 2.31779 -17.3036 0.595229
21312 0 0 -30.8773 10.9665 -120 0 -32.7458 -0.0967153 -11.1654 59.302 19.027 7.78799 0 -47.5053 14.3345 -120 0 -22.0184 -0.441808 -14.4483 65.1026 18.3985 -7.46134 0 0.0785525 0 -32.7434 -11.1867 -0.0853469 59.2978 -31.0243 10.9566 -21.971 -14.4547 -0.447158 65.0576 -40.0012 14.3369 0.00775909 -0.0452128 0.0833283 19.0296 7.78732 0.00336045 -120 0.00398883 -0.00518819 -0.000717082 18.4052 -7.46235 -0.00336471 -120 3.67725 5.4322 -0.886325 1.91356 -1.95172 10.8298 0.000254444 0.247752 0.0975288 3.34377 20.41 -915.856 1.85199 -10.9357 0.603423
21317 0 0 -30.8725 10.9653 -120 0 -32.7565 -0.0973455 -11.1647 59.3078 19.0271 7.78885 0 -47.4852 14.3308 -120 0 -22.081 -0.441235 -14.4447 65.1448 18.3982 -7.46043 0 0.0783233 0 -32.7441 -11.1576 -0.10225 59.3028 -30.8314 10.969 -22.0165 -14.4509 -0.441536 65.1008 -39.9951 14.3319 -0.012162 -0.0237067 0.0790936 19.0273 7.78756 -0.00260729 -120 0.00330581 -0.00162792 0.00112015 18.3983 -7.46108 0.00207638 -120 3.66028 5.41759 -0.889883 1.36466 -0.297501 10.597 0.00445662 0.230389 0.135469 11.9898 8.11564 -925.862 2.61825 -9.39434 0.252682
21323 0 0 -30.8677 10.9639 -120 0 -32.7673 -0.0979758 -11.1639 59.3138 19.0274 7.78976 0 -47.4649 14.327 -120 0 -22.1444 -0.440662 -14.4412 65.1874 18.398 -7.45951 0 0.0781514 0 -32.7531 -11.1632 -0.0873601 59.3075 -30.8295 10.9668 -22.0791 -14.4272 -0.439768 65.1454 -39.9968 14.3311 0.00852408 0.00674823 0.0749408 19.0262 7.78901 -0.00122491 -119.999 0.00188513 0.00478113 0.000546415 18.3972 -7.46055 -0.00293946 -120 3.64059 5.41196 -0.891547 2.06468 0.500119 11.1755 0.00508812 0.256914 0.131699 20.9187 -3.5306 -938.705 3.10124 -5.19373 -0.0708533
21328 0 0 -30.8628 10.9626 -120 0 -32.7783 -0.0986633 -11.1632 59.3198 19.0276 7.79068 0 -47.4442 14.3231 -120 0 -22.2084 -0.440089 -14.4376 65.2303 18.3978 -7.45859 0 0.0779796 0 -32.7657 -11.1513 -0.0978435 59.3161 -30.8267 10.9637 -22.1453 -14.4455 -0.441359 65.1872 -39.9965 14.3264 -0.00581502 -0.0100229 0.077591 19.0269 7.79024 0.00237691 -120 0.00185781 0.0027594 0.002896 18.3996 -7.4594 0.00133872 -120 3.63593 5.41826 -0.89062 1.53202 0.66718 10.9357 0.00724627 0.233561 0.118634 22.9991 -5.5493 -944.703 2.96001 -4.42365 -0.123308
21333 0 0 -30.8579 10.9614 -120 0 -32.7893 -0.0992936 -11.1624 59.3259 19.0278 7.79165 0 -47.4232 14.3193 -120 0 -22.273 -0.439516 -14.434 65.2736 18.3976 -7.45762 0 0.0777504 0 -32.7812 -11.2043 -0.090355 59.3206 -30.9783 10.9479 -22.2146 -14.439 -0.443538 65.2288 -39.9963 14.3303 0.00683019 -0.018328 0.0804323 19.0286 7.79117 0.00142068 -120 0.000874264 -0.00471949 0.000300528 18.3996 -7.45785 -0.000944348 -120 3.63531 5.41986 -0.867608 0.212508 0.3102 10.9043 0.00244053 0.269819 0.0801772 28.1672 -8.28556 -950.3 2.92802 -3.82749 -0.195006
21338 0 0 -30.8529 10.9601 -120 0 -32.8005 -0.0999811 -11.1616 59.3321 19.028 7.79257 0 -47.4019 14.3154 -120 0 -22.3384 -0.438886 -14.4303 65.3172 18.3973 -7.4567 0 0.0775785 0 -32.785 -11.1546 -0.0990541 59.3263 -31.1117 10.9641 -22.274 -14.4373 -0.437952 65.2729 -40.001 14.3265 0.00469917 0.0139609 0.0765801 19.028 7.79155 -0.00267759 -120 0.000573736 0.005792 -0.00159126 18.395 -7.45747 0.00163924 -120 3.6142 5.41312 -0.868779 -1.0174 0.764799 11.2059 0.0115886 0.27277 0.0759678 25.8134 -10.4081 -945.624 2.49547 -6.0769 -0.256675
21344 0 0 -30.8479 10.9587 -120 0 -32.8119 -0.100669 -11.1608 59.3384 19.0282 7.79354 0 -47.3803 14.3114 -120 0 -22.4043 -0.438255 -14.4265 65.3612 18.397 -7.45573 0 0.0773493 0 -32.8031 -11.164 -0.0909083 59.3319 -30.788 10.9334 -22.3465 -14.3992 -0.445046 65.3155 -39.9983 14.315 -0.00919218 0.0331674 0.0754599 19.0286 7.79347 -0.00164521 -120 -0.000889722 -0.00399804 -0.000478345 18.3975 -7.45532 -0.00218481 -120 3.58868 5.41179 -0.879134 -1.04199 0.760425 11.8067 0.00415066 0.298332 0.0552545 22.2078 -10.2118 -953.17 1.62068 -8.85516 -0.253823
21350 0 0 -30.8428 10.9574 -120 0 -32.8233 -0.101356 -11.16 59.3447 19.0284 7.79452 0 -47.3585 14.3074 -120 0 -22.4709 -0.437682 -14.4228 65.4055 18.3968 -7.4547 0 0.0771774 0 -32.8141 -11.1566 -0.0774662 59.3383 -31.2436 10.9045 -22.4046 -14.4292 -0.436694 65.3618 -40.0006 14.3103 -0.00621347 -0.0188327 0.0692308 19.0269 7.79221 -0.000960683 -120 -0.000363696 -0.00784928 -0.00029546 18.4 -7.45629 0.00270476 -120 3.59604 5.41121 -0.858014 1.06111 -1.40091 11.5103 -0.00360467 0.256681 -0.033876 23.3835 -2.08562 -950.565 2.66476 -13.914 -0.0169073
21355 0 0 -30.8377 10.9562 -120 0 -32.8348 -0.102044 -11.1591 59.3512 19.0286 7.79555 0 -47.3362 14.3033 -120 0 -22.5382 -0.437052 -14.4189 65.4502 18.3965 -7.45372 0 0.0769482 0 -32.8155 -11.1959 -0.104219 59.3456 -30.8784 10.9572 -22.468 -14.4035 -0.437069 65.4031 -40.0008 14.3074 0.00489042 -0.0407738 0.0794761 19.0294 7.79237 -0.00209838 -120 0.000601057 0.00387955 0.00150264 18.3976 -7.45461 0.00183049 -120 3.57837 5.40697 -0.869411 0.181563 -0.182413 11.4563 0.000436321 0.320433 -0.0132804 7.72253 -0.718658 -942.244 1.5285 -20.9197 0.017195
21360 0 0 -30.8325 10.9548 -120 0 -32.8464 -0.102731 -11.1582 59.3576 19.0288 7.79652 0 -47.3137 14.2992 -120 0 -22.6061 -0.436365 -14.4151 65.4952 18.3963 -7.45269 0 0.076719 0 -32.8316 -11.1527 -0.102424 59.351 -30.7619 10.9743 -22.5411 -14.4203 -0.437448 65.4502 -39.9995 14.3028 -0.0110489 0.0432488 0.0772358 19.0288 7.79606 0.00150264 -120 -0.00296068 0.00360634 0.000792302 18.3929 -7.45406 0.00163924 -120.001 3.56424 5.40856 -0.864707 0.505782 0.319056 10.9332 0.00862053 0.281108 -0.00797151 -5.24357 -2.13569 -935.273 1.93773 -21.4826 -0.0341371
21366 0 0 -30.8272 10.9535 -120 0 -32.8582 -0.103419 -11.1574 59.3642 19.0291 7.79755 0 -47.2909 14.2951 -120 0 -22.6747 -0.435734 -14.4112 65.5405 18.3961 -7.45166 0 0.0765472 0 -32.8491 -11.146 -0.104989 59.3576 -30.9506 10.9457 -22.6008 -14.4195 -0.442665 65.4957 -40.0061 14.3 0.0221845 -0.0503261 0.0746949 19.0276 7.79524 -0.00365883 -120 0.00568272 0.00931638 -0.00224509 18.4027 -7.45258 -0.00235874 -120 3.56171 5.41156 -0.859678 0.962535 0.914351 11.0947 0.0072417 0.257717 0.00435165 -3.62917 0.0568988 -930.466 2.72427 -19.9664 0.026105
21372 0 0 -30.8219 10.9522 -120 0 -32.8701 -0.104164 -11.1565 59.3709 19.0293 7.79859 0 -47.2678 14.2909 -120 0 -22.7439 -0.435104 -14.4073 65.5862 18.3958 -7.45063 0 0.076318 0 -32.8531 -11.1509 -0.101736 59.3654 -30.7846 10.9091 -22.6801 -14.3935 -0.435428 65.5409 -39.9998 14.3024 0.0295611 0.0143434 0.08535 19.031 7.79726 -0.00442343 -120 0.00193977 -0.00306859 -0.000928625 18.3967 -7.45242 -0.00236484 -119.999 3.54779 5.40347 -0.876755 1.77374 -0.592719 11.1465 -0.00406608 0.275961 -0.0462713 -2.45336 9.48577 -928.704 2.56549 -20.1115 0.297782
21377 0 0 -30.8166 10.9509 -120 0 -32.882 -0.104909 -11.1556 59.3777 19.0295 7.79962 0 -47.2443 14.2866 -120 0 -22.8138 -0.434417 -14.4032 65.6322 18.3956 -7.4496 0 0.0760888 0 -32.8658 -11.1585 -0.102758 59.3705 -31.0769 10.9063 -22.7461 -14.4131 -0.43555 65.5865 -39.9969 14.2943 0.0282497 -0.0136657 0.0700777 19.0295 7.79617 -0.00379663 -119.999 -0.000881214 0.00267743 0.00322385 18.4002 -7.452 0.00188513 -119.999 3.55658 5.41184 -0.856672 3.49447 -0.0829966 11.486 0.00357959 0.237174 -0.150279 -2.84747 20.8713 -927.764 2.2766 -16.0263 0.633618
21383 0 0 -30.8111 10.9496 -120 0 -32.8942 -0.105596 -11.1547 59.3845 19.0298 7.80071 0 -47.2204 14.2824 -120 0 -22.8843 -0.433786 -14.3992 65.6785 18.3953 -7.44857 0 0.0758596 0 -32.8815 -11.1366 -0.0954257 59.3794 -31.2309 10.9521 -22.8153 -14.4068 -0.437447 65.6312 -40.0015 14.2805 0.0193158 0.00991744 0.0740119 19.0302 7.79915 -0.00133508 -120 -0.0015324 -0.00371737 -0.00150154 18.3961 -7.44941 0.000464453 -120 3.5358 5.40277 -0.847086 1.82683 -1.80223 11.5479 -0.000231439 0.276916 -0.194489 5.63329 16.9691 -929.046 3.03473 -17.0232 0.506917
21389 0 0 -30.8057 10.9483 -120 0 -32.9064 -0.106341 -11.1538 59.3914 19.03 7.80174 0 -47.1963 14.2781 -120 0 -22.9555 -0.433099 -14.3951 65.7251 18.395 -7.44748 0 0.0756304 0 -32.8935 -11.1843 -0.0837747 59.3848 -31.1598 10.9525 -22.884 -14.3937 -0.43702 65.6786 -40.0016 14.2808 -0.00864886 0.00489042 0.0767167 19.0298 7.80092 -0.00222664 -120 -0.000910129 -0.00481504 -5.66587e-05 18.3938 -7.44755 -0.00105454 -120 3.52728 5.4073 -0.846489 2.02816 -1.84945 12.0447 0.00131994 0.278069 -0.182549 3.00558 16.8582 -930.849 2.81598 -18.5007 0.500895
21394 0 0 -30.8002 10.947 -120 0 -32.9188 -0.107143 -11.1529 59.3985 19.0302 7.80283 0 -47.1718 14.2737 -120 0 -23.0273 -0.432411 -14.391 65.7721 18.3948 -7.44639 0 0.0754012 0 -32.905 -11.2004 -0.0832487 59.3932 -31.0523 10.8878 -22.9574 -14.3748 -0.438977 65.7253 -40.0074 14.2772 -0.00591789 0.0143707 0.0775636 19.0311 7.80136 -0.000471877 -119.999 -0.000601808 -0.00394421 -0.00083315 18.395 -7.44745 -0.000519151 -120 3.51883 5.41664 -0.861385 1.24237 -1.55862 11.9236 -0.00175434 0.293176 -0.152286 3.84534 23.3047 -930.862 3.60353 -19.3266 0.690842
21399 0 0 -30.7946 10.9457 -120 0 -32.9313 -0.107888 -11.1519 59.4055 19.0304 7.80391 0 -47.147 14.2693 -120 0 -23.0998 -0.431724 -14.3869 65.8193 18.3945 -7.4453 0 0.0751721 0 -32.9167 -11.2058 -0.106058 59.3982 -31.2898 10.9674 -23.0269 -14.3706 -0.429892 65.773 -39.9834 14.2706 -0.0185905 -0.0562534 0.0816071 19.0306 7.80283 -0.000754119 -120 -0.00197493 0.00273208 -0.0012488 18.3962 -7.44638 0.00150264 -120.001 3.49332 5.42148 -0.890901 0.0929518 -0.952802 12.1754 -0.00247409 0.271207 -0.122057 11.589 26.5513 -935.211 4.45854 -19.8137 0.787754
21405 0 0 -30.789 10.9444 -120 0 -32.9438 -0.108633 -11.151 59.4127 19.0307 7.805 0 -47.1219 14.2649 -120 0 -23.1729 -0.431036 -14.3826 65.8669 18.3942 -7.44415 0 0.0749429 0 -32.9311 -11.1468 -0.111618 59.4064 -30.7364 10.9555 -23.0983 -14.3813 -0.4364 65.8202 -40.006 14.271 0.0137697 -0.0154171 0.0757331 19.0307 7.80303 -0.00141835 -120 -0.000722375 -0.0100579 -0.00523116 18.3936 -7.44559 0.00112015 -120 3.4837 5.40695 -0.888442 0.211057 -1.73877 11.6775 -0.00374927 0.289442 -0.112577 9.84499 24.2525 -943.946 4.17978 -20.7449 0.716661
21410 0 0 -30.7834 10.9432 -120 0 -32.9565 -0.109435 -11.15 59.42 19.031 7.80615 0 -47.0964 14.2604 -120 0 -23.2467 -0.430291 -14.3784 65.9147 18.3939 -7.44307 0 0.0747137 0 -32.9438 -11.1843 -0.111547 59.4126 -30.7816 10.9332 -23.177 -14.3848 -0.43359 65.8659 -40.0009 14.2673 0.00939834 0.00680287 0.0759517 19.0306 7.80546 -0.00116441 -120 0.00101087 0.00986279 -0.00310468 18.3946 -7.44466 0.000573736 -120 3.46451 5.42251 -0.887295 0.191749 -0.0652008 11.4328 0.0075149 0.244404 -0.0504078 11.4126 18.1515 -943.137 4.31676 -20.7855 0.535364
21415 0 0 -30.7777 10.9418 -120 0 -32.9694 -0.11018 -11.149 59.4273 19.0312 7.80729 0 -47.0705 14.2559 -120 0 -23.3211 -0.429604 -14.3741 65.9629 18.3936 -7.44192 0 0.0744845 0 -32.9539 -11.2033 -0.0870896 59.4213 -31.2502 10.9468 -23.2539 -14.3834 -0.432244 65.9128 -39.9985 14.2646 0.00784106 0.00316921 0.0749408 19.031 7.80543 0.00122943 -120 -0.00102349 -0.00539632 -0.000302636 18.3939 -7.44228 0.00188513 -120 3.45535 5.41977 -0.898108 0.706212 -0.0377969 11.2226 0.00230524 0.29124 -0.0242606 6.44939 4.14389 -948.059 4.5874 -20.0791 0.117606
21421 0 0 -30.772 10.9406 -120 0 -32.9823 -0.110982 -11.148 59.4347 19.0314 7.80844 0 -47.0444 14.2513 -120 0 -23.3962 -0.428859 -14.3697 66.0114 18.3933 -7.44077 0 0.0742553 0 -32.967 -11.1776 -0.104468 59.4288 -31.192 10.9495 -23.3201 -14.3575 -0.432493 65.963 -40.0023 14.2594 0.00469917 0.0126222 0.0753233 19.0321 7.80606 -0.00140626 -120 -0.00120418 -0.00414567 0.00215834 18.3942 -7.44218 0.000819623 -120 3.44504 5.41323 -0.903778 1.3362 -0.338556 11.2554 -0.000593322 0.255777 -0.018113 2.60712 4.28636 -951.74 3.84843 -21.6984 0.119258
21426 0 0 -30.7662 10.9393 -120 0 -32.9954 -0.111784 -11.147 59.4422 19.0317 7.80959 0 -47.0178 14.2467 -120 0 -23.4718 -0.428171 -14.3653 66.0601 18.393 -7.43957 0 0.0740261 0 -32.9834 -11.1466 -0.113323 59.4362 -30.7421 10.9497 -23.4002 -14.3604 -0.428372 66.0113 -40.0005 14.2529 -0.00413446 0.00204906 0.0794214 19.0315 7.80822 0.00152996 -120 -0.00135796 0.00270476 0.000846944 18.3928 -7.44076 0.000464453 -120 3.43243 5.42301 -0.898313 0.947207 0.158791 11.308 0.00290992 0.264181 0.00693576 1.84881 -8.03614 -950.346 4.52148 -19.5363 -0.248379
21434 0 0 -30.7604 10.938 -120 0 -33.0086 -0.112586 -11.1459 59.4498 19.0319 7.81073 0 -46.991 14.242 -120 0 -23.5482 -0.427427 -14.3609 66.1092 18.3927 -7.43842 0 0.073797 0 -32.991 -11.1692 -0.0980287 59.4461 -30.8676 10.9384 -23.4691 -14.3535 -0.427959 66.061 -39.9995 14.2463 -0.0106945 -0.0135787 0.0725912 19.0315 7.81005 -0.00190279 -120 0.00103819 -0.00288652 -0.00120405 18.3928 -7.43947 -0.00078666 -120 3.42621 5.41701 -0.892171 0.843179 1.10912 10.6885 0.00132493 0.27294 0.0486436 0.615216 -22.8147 -940.856 3.11134 -16.3008 -0.688654
21439 0 0 -30.7545 10.9367 -120 0 -33.0219 -0.113388 -11.1448 59.4575 19.0322 7.81194 0 -46.9637 14.2373 -120 0 -23.6252 -0.426682 -14.3564 66.1585 18.3925 -7.43722 0 0.0735105 0 -33.0041 -11.1477 -0.108386 59.4506 -31.0188 10.8988 -23.5514 -14.3632 -0.427494 66.1097 -39.9995 14.2443 -0.0107908 0.00674823 0.0738753 19.0338 7.81081 0.00188513 -120 0.000819623 0.00346974 0.000382491 18.3938 -7.43874 -0.000756191 -120 3.41287 5.4109 -0.875709 2.12317 1.86992 10.0788 0.00753656 0.234187 0.0792458 -1.92803 -34.5792 -928.534 3.79439 -17.1227 -1.04073
21445 0 0 -30.7486 10.9354 -120 0 -33.0354 -0.11419 -11.1437 59.4652 19.0325 7.81314 0 -46.9361 14.2326 -120 0 -23.7028 -0.42588 -14.3518 66.2081 18.3921 -7.43602 0 0.0732813 0 -33.0166 -11.2001 -0.0969853 59.4581 -30.8889 10.9308 -23.6268 -14.3316 -0.426684 66.1572 -39.9988 14.2383 0.0243428 0.010136 0.0704329 19.0331 7.8118 -0.00273692 -120 0.00254083 -0.0166082 0.000655698 18.3931 -7.43776 0.00251351 -120 3.40405 5.41236 -0.898982 3.34191 1.6162 10.0412 0.00591723 0.223424 0.0748373 -8.0445 -29.3076 -922.123 3.39255 -15.5071 -0.880127
21450 0 0 -30.7426 10.9342 -120 0 -33.0489 -0.114993 -11.1427 59.473 19.0327 7.81434 0 -46.9082 14.2277 -120 0 -23.7811 -0.425135 -14.3473 66.258 18.3918 -7.43481 0 0.0730521 0 -33.0338 -11.1878 -0.0866889 59.4653 -30.8804 10.8708 -23.7029 -14.3209 -0.438914 66.2062 -40.0025 14.2373 -0.0113531 -0.0290577 0.0754599 19.0334 7.81278 -0.00122064 -120 0.00251351 -0.0052855 0.00587396 18.3936 -7.43433 0.00207638 -120 3.39914 5.4289 -0.888646 3.16787 1.69985 10.4269 0.00766525 0.190611 0.0772884 -13.3321 -19.799 -913.678 2.71381 -14.7868 -0.59492
21455 0 0 -30.7366 10.9328 -120 0 -33.0626 -0.115852 -11.1416 59.4809 19.033 7.81555 0 -46.8799 14.2229 -120 0 -23.8599 -0.42439 -14.3427 66.3081 18.3915 -7.43355 0 0.0727656 0 -33.0497 -11.1703 -0.1195 59.4716 -30.7433 10.9553 -23.7829 -14.3536 -0.431728 66.2583 -40.0076 14.2281 0.00808694 0.0161739 0.0752414 19.0331 7.81434 -0.00185406 -120 -0.0013608 -0.00125305 -0.00102045 18.3918 -7.43453 -0.00129521 -120 3.39456 5.43552 -0.870924 2.00151 -0.591363 10.2381 0.0027106 0.245543 0.00638306 -11.0827 -3.55581 -899.5 3.2596 -16.7561 -0.108731
21461 0 0 -30.7306 10.9316 -120 0 -33.0764 -0.116654 -11.1405 59.4889 19.0333 7.81681 0 -46.8512 14.2181 -120 0 -23.9394 -0.423588 -14.338 66.3585 18.3912 -7.43235 0 0.0725365 0 -33.0587 -11.1843 -0.115103 59.4829 -30.9969 10.9355 -23.8601 -14.3173 -0.431934 66.3085 -39.9918 14.2271 0.0107917 0.0115567 0.0723727 19.0318 7.81344 -0.00147068 -120 0.00106551 0.00707608 0.00390687 18.39 -7.43322 -0.00040213 -120 3.39041 5.44466 -0.86606 1.9283 -0.306989 10.5874 0.000840056 0.239859 0.0127625 -1.43148 -0.015444 -899.4 2.4586 -15.2246 -0.000407127
21466 0 0 -30.7245 10.9303 -120 0 -33.0903 -0.117514 -11.1393 59.497 19.0335 7.81807 0 -46.8221 14.2131 -120 0 -24.0196 -0.422786 -14.3333 66.4092 18.3909 -7.43109 0 0.07225 0 -33.0751 -11.1694 -0.109816 59.4898 -30.6896 10.9269 -23.9423 -14.3228 -0.42425 66.3591 -40.0114 14.2161 -0.00442946 0.0220479 0.0742851 19.0362 7.8171 -0.00331794 -119.999 0.00142068 0.00464453 -0.00164564 18.3913 -7.4322 0.000464453 -119.999 3.38159 5.45798 -0.867074 1.66754 -1.74087 11.4784 0.00430735 0.281023 -0.0342575 1.99939 12.734 -885.319 3.35574 -12.659 0.383044
21471 0 0 -30.7184 10.9291 -120 0 -33.1044 -0.118373 -11.1382 59.5052 19.0338 7.81933 0 -46.7927 14.2082 -120 0 -24.1004 -0.422041 -14.3285 66.4602 18.3906 -7.42983 0 0.0720208 0 -33.0898 -11.1596 -0.104775 59.4984 -30.6929 10.9357 -24.0178 -14.3236 -0.426276 66.4091 -40.0004 14.2131 0.00554611 0.0120758 0.0717443 19.0338 7.81712 -0.000764754 -120 -0.00177643 0.00374294 0.00103819 18.3908 -7.431 -0.000229911 -120 3.37534 5.46198 -0.84846 0.924038 -1.5438 11.2554 -0.00352998 0.242737 -0.031266 15.6614 12.2577 -886.092 3.73334 -10.3666 0.369242
21476 0 0 -30.7122 10.9278 -120 0 -33.1185 -0.119233 -11.137 59.5134 19.0341 7.82059 0 -46.7629 14.2032 -120 0 -24.1818 -0.421239 -14.3237 66.5114 18.3903 -7.42851 0 0.0717343 0 -33.1021 -11.1423 -0.119951 59.506 -31.0849 10.9303 -24.1039 -14.3159 -0.420516 66.4588 -39.998 14.2081 0.00734928 0.0158734 0.0722907 19.0357 7.81833 -0.00192456 -120 -0.000903286 0.0059286 -0.00110004 18.3895 -7.42965 0.000846944 -119.999 3.35016 5.4681 -0.853692 -0.555424 -0.54137 10.7414 0.000338435 0.280946 -0.00562152 32.282 9.00885 -888.951 4.07519 -9.00301 0.271025
21482 0 0 -30.706 10.9265 -120 0 -33.1328 -0.120092 -11.1358 59.5217 19.0343 7.82185 0 -46.7327 14.1981 -120 0 -24.2638 -0.420379 -14.3188 66.5628 18.3899 -7.42725 0 0.0715051 0 -33.1209 -11.1547 -0.124245 59.5109 -31.0773 10.9352 -24.1845 -14.3095 -0.423804 66.5119 -40.0049 14.2029 -0.00832474 -0.0223766 0.0744491 19.0374 7.8204 -0.00184487 -120 0.00218566 0.00396151 -0.00272265 18.3893 -7.42834 -0.00282424 -120 3.3428 5.46657 -0.850108 -0.535642 0.509163 10.4981 0.00894273 0.257158 0.0224012 30.2475 3.62269 -893.985 4.13663 -10.5685 0.108668
