Time HeadF HeadR L.AnkleF L.AnkleS L.Elbow L.ElbowR L.HipF L.HipR L.HipS L.Knee L.ShoulderF L.ShoulderS Neck R.AnkleF R.AnkleS R.Elbow R.ElbowR R.HipF R.HipR R.HipS R.Knee R.ShoulderF R.ShoulderS TorsoF TorsoR TorsoS L.HipF_real L.HipS_real L.HipR_real L.Knee_real L.AnkleF_real L.AnkleS_real R.HipF_real R.HipS_real R.HipR_real R.Knee_real R.AnkleF_real R.AnkleS_real TorsoS_real TorsoF_real TorsoR_real L.ShoulderF_real L.ShoulderS_real L.ElbowR_real L.Elbow_real Neck_real HeadR_real HeadF_real R.ShoulderF_real R.ShoulderS_real R.ElbowR_real R.Elbow_real Yaw Pitch Roll R.FTS.Ankle_Fx R.FTS.Ankle_Fy R.FTS.Ankle_Fz R.FTS.Ankle_Tx R.FTS.Ankle_Ty R.FTS.Ankle_Tz L.FTS.Ankle_Fx L.FTS.Ankle_Fy L.FTS.Ankle_Fz L.FTS.Ankle_Tx L.FTS.Ankle_Ty L.FTS.Ankle_Tz
7571 0 0 -33.7804 -11.1186 -120 0 -40.8533 -0.0507068 10.4187 70.1654 13.2509 3.08876 0 -29.7034 -10.7039 -120 0 -36.1686 -0.246085 10.1943 61.4972 22.2153 -11.7982 0 0.0620513 0 -40.8155 10.3925 -0.0510279 70.0954 -33.7452 -11.0987 -36.1651 10.1985 -0.242539 61.4936 -29.9763 -10.7253 -0.010702 0.0140975 0.0627011 13.2551 3.09296 -0.000887026 -120 -0.00138157 0.00109283 0.00150264 22.2134 -11.7939 -0.000375105 -120 -4.45533 5.41528 1.9364 7.84228 8.40872 -964.72 8.81281 -8.49633 0.261264 -1.56941 -0.160902 10.7939 -0.000358646 0.224006 -0.00563168
7576 0 0 -33.8136 -11.1388 -120 0 -40.8898 -0.0507641 10.4385 70.2347 13.2449 3.08446 0 -29.7048 -10.7192 -120 0 -36.1724 -0.246544 10.2087 61.5021 22.2171 -11.8014 0 0.0619367 0 -40.8523 10.4199 -0.0510422 70.1662 -33.782 -11.1175 -36.1689 10.1864 -0.259209 61.4975 -29.6911 -10.7297 -0.00371456 0.0298069 0.0625372 13.2519 3.08744 0.000628377 -120.001 -0.00125551 -0.00700196 0.00152996 22.2126 -11.7978 0.00262279 -120 -4.47428 5.41724 1.95801 6.21228 9.85038 -954.211 9.32269 -8.41018 0.300169 -0.969944 -0.504423 10.8631 -0.00287618 0.218313 -0.0157849
7581 0 0 -33.8466 -11.1589 -120 0 -40.926 -0.0508787 10.4582 70.3035 13.239 3.08022 0 -29.7062 -10.7344 -120 0 -36.1762 -0.247002 10.223 61.507 22.2188 -11.8047 0 0.0618221 0 -40.891 10.4372 -0.0478111 70.2333 -33.8143 -11.1383 -36.1713 10.2349 -0.247863 61.5027 -29.9215 -10.7805 -0.00867367 -0.0121158 0.0619635 13.2435 3.08476 -0.000538308 -119.999 0.00251351 -0.00201977 0.0027594 22.2217 -11.8007 0.00215834 -119.999 -4.51031 5.42773 1.96927 14.9219 10.1611 -944.922 9.67475 -4.26322 0.303888 -1.31494 -0.687258 9.90839 0.000837061 0.213701 -0.0210651
7589 0 0 -33.8793 -11.1789 -120 0 -40.9621 -0.0509359 10.4779 70.3719 13.2332 3.07598 0 -29.7076 -10.7495 -120 0 -36.18 -0.24746 10.2372 61.5118 22.2206 -11.808 0 0.0617076 0 -40.9236 10.4664 -0.0512843 70.3034 -33.8478 -11.1609 -36.1757 10.2064 -0.245842 61.5059 -29.9588 -10.7364 0.00770445 -0.0337478 0.0601876 13.2394 3.07968 0.000437132 -120 0.00122943 -0.0034779 0.000683019 22.2193 -11.8044 0.00185781 -120 -4.53643 5.41952 1.99564 19.5072 10.4479 -933.85 9.89237 -4.86997 0.30785 -1.2054 -0.710445 9.06069 0.00502129 0.192812 -0.0215655
7594 0 0 -33.9118 -11.1987 -120 0 -40.9979 -0.0509932 10.4974 70.4397 13.2274 3.0718 0 -29.709 -10.7646 -120 0 -36.1837 -0.247919 10.2513 61.5167 22.2223 -11.8112 0 0.061593 0 -40.9647 10.4788 -0.0512078 70.3712 -33.8807 -11.1784 -36.1812 10.2298 -0.24892 61.5116 -30.0713 -10.8054 0.00431668 -0.0199306 0.0592314 13.2308 3.0761 -0.000550628 -120 -0.00140792 -0.00696878 -0.00162338 22.2211 -11.8068 -0.00162216 -120 -4.55135 5.41868 2.00024 15.8868 16.1302 -918.815 9.51001 -8.18786 0.476265 -0.991404 -1.39237 9.59658 -0.00265634 0.213684 -0.041877
7600 0 0 -33.9441 -11.2185 -120 0 -41.0335 -0.0510505 10.5168 70.5071 13.2216 3.06762 0 -29.7103 -10.7795 -120 0 -36.1873 -0.248377 10.2653 61.5215 22.2241 -11.8144 0 0.0614784 0 -40.998 10.5021 -0.0534039 70.4397 -33.9121 -11.1973 -36.1869 10.2498 -0.253882 61.5175 -29.6576 -10.7632 0.0078957 -0.0101036 0.0628104 13.2272 3.07222 0.00142068 -120 -0.000682972 -0.00207792 -0.000735868 22.224 -11.8112 0.000327849 -120 -4.57273 5.42389 1.99512 0.770255 15.0948 -911.53 10.5747 -9.30519 0.446687 0.247232 -1.4464 10.5359 -0.00358708 0.198422 -0.0434009
7605 0 0 -33.9762 -11.2382 -120 0 -41.0688 -0.0511651 10.5361 70.574 13.2158 3.06343 0 -29.7117 -10.7944 -120 0 -36.1909 -0.248893 10.2792 61.5263 22.2258 -11.8175 0 0.0613638 0 -41.034 10.5214 -0.0502594 70.5073 -33.9468 -11.2187 -36.1858 10.2506 -0.24287 61.5217 -29.816 -10.8366 0.00576468 -0.0181703 0.0614444 13.2214 3.06667 0.000519094 -120 0.000764981 -0.000959187 0.000163925 22.2237 -11.8145 0.00166657 -120 -4.59845 5.427 2.01968 3.25283 17.5758 -898.209 10.3798 -5.57897 0.520732 -1.14159 -0.806132 9.56589 0.00112002 0.245494 -0.0240598
7611 0 0 -34.0079 -11.2577 -120 0 -41.1038 -0.0512224 10.5552 70.6404 13.2101 3.05931 0 -29.7131 -10.8091 -120 0 -36.1945 -0.249351 10.293 61.531 22.2275 -11.8207 0 0.0612492 0 -41.0658 10.537 -0.0477202 70.5736 -33.9731 -11.2409 -36.1935 10.3075 -0.250483 61.5282 -29.8021 -10.7642 -0.0149479 -0.00755292 0.0612805 13.2164 3.06359 0.000983547 -120 -0.0013144 0.00256815 0.00191245 22.2254 -11.8174 0.00133872 -120 -4.61958 5.42892 2.03662 11.1538 13.077 -896.226 12.7429 -7.26154 0.385652 -0.168284 -0.741764 10.2483 0.00404632 0.202273 -0.0220746
7616 0 0 -34.0395 -11.2771 -120 0 -41.1386 -0.051337 10.5742 70.7062 13.2044 3.05518 0 -29.7144 -10.8237 -120 0 -36.198 -0.24981 10.3068 61.5357 22.2292 -11.8238 0 0.0611919 0 -41.1017 10.5462 -0.0512801 70.6421 -33.9951 -11.2647 -36.1898 10.3597 -0.252218 61.5318 -30.0256 -10.7923 -0.00815647 0.0212282 0.0617449 13.2055 3.05943 0.000573736 -120.001 -0.000344607 0.00598325 -0.00120319 22.2288 -11.8193 0.00240423 -120 -4.64108 5.42038 2.06445 6.1068 -0.0262881 -904.401 13.3515 -10.4252 -0.00837583 -1.3239 -0.0273147 10.0327 0.00553795 0.263785 -0.000600843
7621 0 0 -34.0708 -11.2963 -120 0 -41.1731 -0.0513943 10.5931 70.7715 13.1988 3.05111 0 -29.7157 -10.8382 -120 0 -36.2015 -0.250325 10.3203 61.5404 22.2309 -11.827 0 0.0610773 0 -41.1403 10.5582 -0.0467094 70.7057 -34.0404 -11.2824 -36.2003 10.3293 -0.243902 61.537 -29.8098 -10.817 0.00286868 -0.0161535 0.071635 13.2029 3.05471 0.00172121 -120 -0.000492996 0.00442596 -0.00204394 22.2282 -11.823 0.0021037 -119.999 -4.67967 5.43505 2.07248 2.84001 -5.09857 -900.77 12.9549 -7.53189 -0.158563 -1.18262 0.536868 9.66319 0.000856885 0.235316 0.016332
7626 0 0 -34.1018 -11.3155 -120 0 -41.2074 -0.0515089 10.6119 70.8363 13.1932 3.04705 0 -29.717 -10.8526 -120 0 -36.2049 -0.250784 10.3339 61.5451 22.2325 -11.8301 0 0.0609627 0 -41.1686 10.5985 -0.0535026 70.7716 -34.0715 -11.2998 -36.2 10.3113 -0.244233 61.5429 -29.8084 -10.8131 -0.00875748 -0.00576264 0.0627285 13.1987 3.05102 -0.00189342 -120 -0.00268441 -0.00535164 0.00199441 22.2312 -11.8274 0.000928906 -120 -4.69673 5.43263 2.08173 9.74965 -11.3238 -897.078 13.4961 -5.94389 -0.343871 -0.0617193 0.608991 11.4051 0.000457415 0.239857 0.0184976
7631 0 0 -34.1326 -11.3345 -120 0 -41.2414 -0.0515662 10.6306 70.9005 13.1876 3.04304 0 -29.7183 -10.8669 -120 0 -36.2083 -0.251242 10.3473 61.5497 22.2342 -11.8331 0 0.0609054 0 -41.204 10.6154 -0.045876 70.8364 -34.0971 -11.3227 -36.2047 10.3909 -0.279751 61.5453 -29.6695 -10.8781 -0.0187335 0.0118572 0.0517728 13.1896 3.04719 -0.00209736 -120 -0.00376696 0.005792 -0.00265297 22.2319 -11.8302 -0.00270707 -120 -4.70159 5.43107 2.11066 10.9102 -13.6107 -904.319 13.4436 -4.13094 -0.411677 -1.32743 2.12767 10.1377 0.0103277 0.23654 0.0640294
7636 0 0 -34.1631 -11.3534 -120 0 -41.2751 -0.0516808 10.6491 70.9643 13.182 3.03903 0 -29.7196 -10.8811 -120 0 -36.2116 -0.251758 10.3607 61.5543 22.2359 -11.8362 0 0.0607908 0 -41.2424 10.6395 -0.0514126 70.8997 -34.1343 -11.3337 -36.2187 10.3923 -0.270217 61.551 -30.0059 -10.8361 -0.0286028 -0.015045 0.0624279 13.1908 3.04219 -0.00215237 -119.999 -0.000686844 -0.0122517 0.000491774 22.2329 -11.8324 0.00305992 -120.001 -4.74785 5.44971 2.13767 16.3231 -19.769 -911.859 14.8389 -3.94029 -0.597632 0.274154 2.12546 11.2677 0.00509002 0.242606 0.063927
7641 0 0 -34.1934 -11.3722 -120 0 -41.3085 -0.0517381 10.6675 71.0274 13.1765 3.03507 0 -29.7208 -10.8952 -120 0 -36.2149 -0.252273 10.374 61.5588 22.2375 -11.8393 0 0.0607335 0 -41.278 10.6436 -0.053339 70.9634 -34.1685 -11.3612 -36.2116 10.3904 -0.25357 61.5567 -29.8006 -10.9182 -0.00791032 0.0205179 0.0605155 13.1745 3.03957 0.00180317 -120 -0.00158194 -0.00573697 -0.00219971 22.2363 -11.8368 0.000983547 -120.001 -4.7518 5.4338 2.13681 14.1248 -24.4434 -918.208 14.7354 -4.7793 -0.738213 0.0396065 2.27467 12.0682 0.00814569 0.214696 0.0683943
7649 0 0 -34.2234 -11.3908 -120 0 -41.3416 -0.0518527 10.6857 71.09 13.1711 3.03112 0 -29.722 -10.9092 -120 0 -36.2182 -0.252789 10.3872 61.5633 22.2391 -11.8422 0 0.0606189 0 -41.3048 10.6533 -0.0538131 71.0288 -34.1928 -11.3727 -36.2093 10.3669 -0.250836 61.5588 -29.8257 -10.8828 -0.011452 0.016693 0.0512811 13.1746 3.0349 -0.000774643 -120.001 0.00136604 0.00614717 0.00169389 22.2363 -11.8373 -0.00132248 -120 -4.79007 5.44177 2.17004 17.9687 -19.8115 -936.104 15.5391 -2.72451 -0.595815 -2.91444 1.73077 10.587 0.00829543 0.264359 0.0519882
7654 0 0 -34.2531 -11.4094 -120 0 -41.3744 -0.0519673 10.7039 71.152 13.1657 3.02717 0 -29.7233 -10.923 -120 0 -36.2214 -0.253247 10.4002 61.5678 22.2407 -11.8452 0 0.0605616 0 -41.342 10.6875 -0.0526542 71.0903 -34.2195 -11.3894 -36.2195 10.427 -0.27977 61.5649 -29.8154 -10.9616 0.013114 0.0295611 0.0590948 13.1705 3.03113 0.00106551 -119.999 0.000409811 0.000628377 0.000300528 22.2416 -11.8424 0.00232226 -120 -4.82197 5.45125 2.20313 17.1663 -4.10664 -948.571 14.6765 -3.31938 -0.122724 -1.34816 0.272894 10.154 -0.000591953 0.223654 0.00821481
7659 0 0 -34.2825 -11.4277 -120 0 -41.407 -0.0520819 10.7218 71.2134 13.1603 3.02333 0 -29.7245 -10.9368 -120 0 -36.2246 -0.253763 10.4132 61.5722 22.2423 -11.8482 0 0.0605043 0 -41.3743 10.6994 -0.0516178 71.1515 -34.2433 -11.4084 -36.2229 10.3924 -0.255707 61.5689 -29.6971 -10.9084 0.00688483 0.0124036 0.0570184 13.1655 3.02728 -0.00176032 -120 -0.000970988 -0.00125041 -0.000476675 22.2406 -11.8444 -0.00180357 -120 -4.85087 5.45164 2.20413 14.8447 -2.08123 -959.443 15.8958 -0.89167 0.545319 -0.929531 0.151209 10.29 0.00198916 0.215754 0.00453825
7664 0 0 -34.3117 -11.446 -120 0 -41.4392 -0.0521965 10.7397 71.2742 13.1549 3.01943 0 -29.7257 -10.9504 -120 0 -36.2277 -0.254336 10.4261 61.5765 22.2439 -11.8512 0 0.0603898 0 -41.4094 10.7198 -0.05287 71.214 -34.2836 -11.427 -36.2256 10.4412 -0.26134 61.5753 -29.6803 -11.0722 -0.00354649 0.00890657 0.0596685 13.1606 3.0231 -0.00243652 -120 -0.00291212 -0.00168358 0.00270476 22.2405 -11.8473 -0.00223883 -120 -4.88155 5.45695 2.21353 16.9286 3.98183 -963.114 15.9239 -1.73869 0.914425 0.0745207 -0.346486 10.723 0.00214409 0.201574 -0.0104093
7669 0 0 -34.3405 -11.4641 -120 0 -41.471 -0.052311 10.7574 71.3344 13.1496 3.01559 0 -29.7268 -10.9639 -120 0 -36.2308 -0.254852 10.4389 61.5808 22.2454 -11.8541 0 0.0603325 0 -41.4372 10.7425 -0.0446145 71.2738 -34.3129 -11.4456 -36.2311 10.4168 -0.27807 61.5776 -29.6665 -10.9327 -0.00684863 -0.00300619 0.0595319 13.1547 3.01927 -0.00131871 -120 -0.000890459 -0.00102926 -0.000674531 22.2439 -11.8512 -0.00159035 -120 -4.90602 5.45996 2.24359 9.93155 6.10836 -956.391 16.3696 -4.03491 1.26404 0.291874 -1.04289 10.5287 -0.00159421 0.215356 -0.0313139
7674 0 0 -34.3691 -11.4821 -120 0 -41.5027 -0.0524256 10.7749 71.3941 13.1443 3.01175 0 -29.728 -10.9774 -120 0 -36.2339 -0.255367 10.4516 61.5851 22.247 -11.857 0 0.0602752 0 -41.4686 10.7613 -0.0481481 71.3368 -34.3429 -11.4625 -36.2267 10.4406 -0.25316 61.5788 -30.0438 -11.0847 -0.00397585 -0.0105165 0.0610346 13.1494 3.01569 -0.000958377 -120 -0.000347141 0.0051363 0.000846944 22.2454 -11.8523 0.00202174 -120 -4.92428 5.46138 2.26028 8.97183 1.42004 -950.815 17.0406 -5.18884 1.58942 0.45137 -0.313643 11.1373 0.00399826 0.21621 -0.00941696
7679 0 0 -34.3974 -11.4999 -120 0 -41.5339 -0.0525402 10.7923 71.4532 13.139 3.00797 0 -29.7291 -10.9907 -120 0 -36.2369 -0.255883 10.4643 61.5892 22.2485 -11.8598 0 0.0602179 0 -41.502 10.7811 -0.0490265 71.394 -34.3622 -11.4812 -36.2371 10.4704 -0.250746 61.5855 -29.6594 -11.0485 0.010819 -0.010177 0.0617176 13.1438 3.01176 -0.00185139 -120 0.00237691 0.00516362 0.00349706 22.2508 -11.8549 -0.00161998 -119.999 -4.94608 5.46652 2.27298 10.0807 11.5421 -954.746 17.2604 -8.56017 1.69852 -1.21915 -0.347299 10.3277 -0.00146753 0.256086 -0.0104141
7684 0 0 -34.4254 -11.5176 -120 0 -41.5648 -0.0526548 10.8097 71.5116 13.1338 3.00425 0 -29.7303 -11.0039 -120 0 -36.2399 -0.256399 10.4768 61.5934 22.25 -11.8627 0 0.0601033 0 -41.5309 10.7998 -0.050554 71.453 -34.3963 -11.4992 -36.2375 10.4587 -0.251754 61.5891 -29.9174 -11.0783 -0.00680519 0.00751321 0.0554065 13.1392 3.00832 -0.000782193 -120 -0.00159882 0.00292332 0.00183049 22.2489 -11.8591 -0.00152345 -120 -4.94877 5.47076 2.28293 8.60047 8.57903 -941.495 18.866 -7.13217 2.99893 0.209119 -0.282734 11.5688 -0.000104424 0.23136 -0.00847772
7690 0 0 -34.453 -11.5352 -120 0 -41.5954 -0.0527694 10.8268 71.5694 13.1286 3.00052 0 -29.7314 -11.017 -120 0 -36.2429 -0.256972 10.4892 61.5974 22.2516 -11.8656 0 0.060046 0 -41.5675 10.801 -0.051068 71.5114 -34.4213 -11.5182 -36.249 10.4687 -0.256931 61.5946 -29.821 -10.9838 -0.00555068 0.0134418 0.0604608 13.1332 3.00378 0.00150264 -120 0.000628377 0.00155728 0.00262279 22.2501 -11.862 0.00152996 -120 -4.98941 5.47616 2.3075 6.05183 -4.70404 -944.477 20.9017 -13.6552 2.72291 -1.6502 0.594475 10.2288 0.00564947 0.263693 0.0178177
7695 0 0 -34.4804 -11.5526 -120 0 -41.6257 -0.052884 10.8438 71.6267 13.1235 2.9968 0 -29.7324 -11.03 -120 0 -36.2458 -0.257487 10.5015 61.6014 22.2531 -11.8684 0 0.0599887 0 -41.5938 10.8278 -0.0500092 71.5687 -34.4493 -11.5369 -36.2457 10.4771 -0.26119 61.5992 -29.6779 -11.1635 -0.00607929 -0.015635 0.0571277 13.128 2.999 -0.00134337 -120 0.00161192 0.00142068 0.00240423 22.2516 -11.8658 0.00133872 -120 -5.00245 5.47689 2.31406 0.129417 0.939445 -939.017 22.1408 -14.5066 3.2528 -0.111807 -0.520608 11.5165 0.00298345 0.23514 -0.0156332
7703 0 0 -34.5075 -11.5699 -120 0 -41.6556 -0.0529986 10.8606 71.6832 13.1183 2.99313 0 -29.7335 -11.0429 -120 0 -36.2487 -0.25806 10.5138 61.6053 22.2545 -11.8711 0 0.0599314 0 -41.6274 10.847 -0.0537971 71.6265 -34.4817 -11.5596 -36.2469 10.4954 -0.259748 61.6056 -29.9733 -11.1281 -0.010203 -0.0117532 0.0584391 13.1242 2.99501 0.00035517 -120 0.000300528 -0.000622543 0.000901585 22.2526 -11.8672 0.00191245 -119.999 -5.01789 5.48735 2.33795 -4.33407 -4.90679 -935.166 22.0366 -16.2346 3.27671 -0.381181 0.329489 10.3271 0.00345221 0.216591 0.00987672
7708 0 0 -34.5343 -11.587 -120 0 -41.6851 -0.0531705 10.8774 71.7392 13.1133 2.98946 0 -29.7346 -11.0557 -120 0 -36.2516 -0.258576 10.5259 61.6092 22.256 -11.8739 0 0.0598741 0 -41.6519 10.8547 -0.0490188 71.683 -34.5092 -11.5704 -36.2428 10.5074 -0.272097 61.6065 -29.6985 -11.1825 -0.00827116 0.016611 0.0557617 13.1189 2.99296 -0.000557071 -120 -0.000949581 0.002896 0.000409811 22.2547 -11.8711 -0.00162518 -120 -5.03212 5.48406 2.35892 -10.439 -1.20858 -923.155 23.2378 -12.8764 4.79367 -0.716881 0.14218 9.60383 0.00189475 0.228372 0.00424844
7714 0 0 -34.5608 -11.604 -120 0 -41.7144 -0.0532851 10.8939 71.7945 13.1082 2.98585 0 -29.7356 -11.0683 -120 0 -36.2545 -0.259092 10.5379 61.613 22.2575 -11.8766 0 0.0598168 0 -41.6914 10.8796 -0.0468402 71.7367 -34.5271 -11.587 -36.2531 10.5801 -0.261148 61.6094 -29.811 -11.0413 -0.0136882 -0.037165 0.065078 13.1126 2.98933 0.00172121 -120 0.000983547 -0.0058936 -0.00296784 22.2554 -11.8736 0.000628377 -120 -5.03848 5.50404 2.41663 -12.1832 -16.4313 -918.7 25.4727 -12.8142 5.93338 0.406256 -0.371463 9.98608 -0.00103242 0.225448 -0.0111444
7719 0 0 -34.5869 -11.6209 -120 0 -41.7432 -0.0533997 10.9104 71.8492 13.1033 2.9823 0 -29.7366 -11.0809 -120 0 -36.2573 -0.259607 10.5498 61.6167 22.2589 -11.8794 0 0.0597022 0 -41.7179 10.8783 -0.0474192 71.7942 -34.5607 -11.6099 -36.2557 10.5669 -0.268326 61.6163 -29.8399 -11.1193 0.00838747 0.0256269 0.0591494 13.1105 2.98586 0.00161192 -120 -0.00193421 -0.00191795 -0.00242882 22.2577 -11.8755 -0.00175197 -120 -5.05629 5.50269 2.41248 -15.4303 -22.4703 -919.134 24.4198 -11.962 6.59269 0.89076 0.642111 10.6295 0.0103822 0.237028 0.0192677
7724 0 0 -34.6127 -11.6376 -120 0 -41.7718 -0.0535143 10.9267 71.9033 13.0983 2.97875 0 -29.7376 -11.0933 -120 0 -36.2601 -0.26018 10.5617 61.6204 22.2603 -11.8821 0 0.0596449 0 -41.7407 10.912 -0.0469083 71.85 -34.5842 -11.6258 -36.2621 10.5448 -0.269934 61.6161 -29.8499 -11.1375 0.011666 -0.0188823 0.0587669 13.106 2.98217 -0.00347052 -120 -0.000717206 -0.00625003 0.0027594 22.2583 -11.8794 0.00120211 -119.999 -5.0699 5.51485 2.42355 -18.1712 -23.4239 -913.569 23.7497 -12.68 7.14076 2.04026 1.3645 11.0476 0.000135906 0.225496 0.0409368
7729 0 0 -34.6382 -11.6541 -120 0 -41.7999 -0.0536288 10.9428 71.9567 13.0934 2.9752 0 -29.7386 -11.1056 -120 0 -36.2628 -0.260696 10.5734 61.624 22.2617 -11.8847 0 0.0595876 0 -41.7674 10.9108 -0.0524525 71.9039 -34.6156 -11.6376 -36.2607 10.6092 -0.274536 61.6204 -29.7056 -11.0444 0.00456257 0.0192884 0.0545322 13.0984 2.97862 -0.00138774 -120 -0.00134026 0.00254083 -0.00047725 22.2603 -11.8817 -0.00172763 -120 -5.05725 5.53016 2.45413 -4.60659 -19.0637 -906.966 23.3253 -9.96715 7.73736 0.532709 1.44086 10.5232 0.0060934 0.236081 0.0432212
7735 0 0 -34.6634 -11.6705 -120 0 -41.8278 -0.0537434 10.9588 72.0094 13.0885 2.9717 0 -29.7395 -11.1178 -120 0 -36.2655 -0.261211 10.5849 61.6275 22.2631 -11.8874 0 0.0595303 0 -41.7925 10.9452 -0.0576575 71.9584 -34.6319 -11.6538 -36.2629 10.6196 -0.254005 61.6263 -29.823 -11.0797 0.0108737 0.052893 0.0619088 13.0896 2.9746 0.00183049 -120 0.000874264 -0.00829396 0.00502702 22.262 -11.885 -0.00134179 -120 -5.0595 5.52961 2.49042 7.94045 -20.3157 -907.101 23.4401 -7.82867 8.07624 -0.0129073 1.33011 10.2631 0.00599218 0.211939 0.0398952
7740 0 0 -34.6883 -11.6868 -120 0 -41.8552 -0.053858 10.9747 72.0615 13.0837 2.96821 0 -29.7405 -11.1299 -120 0 -36.2682 -0.261727 10.5964 61.631 22.2645 -11.89 0 0.059473 0 -41.8295 10.9598 -0.0547101 72.0083 -34.6655 -11.673 -36.2636 10.6087 -0.263877 61.6295 -29.6919 -11.3474 -0.0120919 0.0215288 0.0577834 13.0889 2.97018 -0.00158724 -120 -0.00184938 -0.00636795 0.00136604 22.2615 -11.8869 -0.00146569 -120 -5.06035 5.54441 2.49826 17.5864 -11.7986 -915.918 25.5498 -8.05992 8.45558 0.45537 0.703847 10.7898 0.00272121 0.211478 0.0211166
7745 0 0 -34.7128 -11.7029 -120 0 -41.8823 -0.0539726 10.9904 72.1129 13.0789 2.96477 0 -29.7413 -11.1419 -120 0 -36.2709 -0.262185 10.6078 61.6343 22.2659 -11.8926 0 0.0594157 0 -41.8574 10.958 -0.0516466 72.0639 -34.6796 -11.6863 -36.2673 10.5842 -0.266254 61.631 -29.7039 -11.0622 0.0148078 0.0169935 0.0524285 13.0844 2.96867 -0.00137896 -120 0.00202174 -0.00799508 -0.00224181 22.2618 -11.8907 0.00177585 -120 -5.04538 5.54577 2.51016 22.1168 -16.9791 -912.753 28.3577 -5.12862 8.41147 -1.34862 0.437126 10.1049 0.00131923 0.203871 0.0131175
7750 0 0 -34.7371 -11.7189 -120 0 -41.9091 -0.0540872 11.006 72.1637 13.0741 2.96139 0 -29.7422 -11.1538 -120 0 -36.2734 -0.262701 10.619 61.6376 22.2673 -11.8952 0 0.0593584 0 -41.8806 10.9963 -0.053855 72.1136 -34.7144 -11.7079 -36.2714 10.6017 -0.268288 61.6336 -29.6718 -11.2688 -0.00983622 0.0073766 0.0607887 13.0794 2.96384 -0.00183133 -120 0.00139336 -0.00262363 0.000819623 22.2672 -11.8928 0.000437132 -120 -5.03854 5.55202 2.53055 26.6311 -19.494 -914.526 28.0391 -3.12832 8.18606 -2.23767 0.104156 10.7531 -1.99127e-05 0.242621 0.0031389
7755 0 0 -34.761 -11.7346 -120 0 -41.9355 -0.0542018 11.0214 72.2138 13.0694 2.95801 0 -29.7431 -11.1656 -120 0 -36.276 -0.263217 10.6302 61.6409 22.2686 -11.8977 0 0.0593011 0 -41.9039 10.9952 -0.0511539 72.1636 -34.7331 -11.7187 -36.2725 10.6514 -0.282114 61.6366 -29.7032 -11.4238 0.00754053 -0.00506329 0.0517182 13.0731 2.96173 -0.00134721 -120 0.00188513 -0.00357574 -0.000956358 22.267 -11.895 -0.0013299 -120 -5.02205 5.54934 2.54273 26.5173 -5.16617 -928.905 31.1894 -2.66263 7.9906 -1.97661 -0.356862 11.0793 -0.000631639 0.249424 -0.0106933
7763 0 0 -34.7846 -11.7503 -120 0 -41.9615 -0.0543164 11.0367 72.2632 13.0647 2.95463 0 -29.744 -11.1772 -120 0 -36.2785 -0.263675 10.6412 61.644 22.2699 -11.9002 0 0.0592438 0 -41.9363 11.0237 -0.0462595 72.2135 -34.7616 -11.7338 -36.2743 10.6685 -0.254809 61.6409 -29.7094 -11.1334 -0.00964717 0.01448 0.059286 13.0698 2.95693 0.00169389 -120 -0.00187087 0.00163924 0.000519094 22.2689 -11.8964 -0.000949576 -120 -5.00216 5.55607 2.57953 15.4184 -18.8663 -941.169 32.9665 -0.961722 6.14281 -1.25273 0.540325 10.3838 0.00253614 0.236946 0.0162194
7768 0 0 -34.8078 -11.7658 -120 0 -41.9871 -0.054431 11.0518 72.312 13.0601 2.95136 0 -29.7448 -11.1887 -120 0 -36.281 -0.264134 10.6521 61.6471 22.2713 -11.9027 0 0.0591292 0 -41.9601 11.0379 -0.0544878 72.2634 -34.7866 -11.7495 -36.2763 10.6401 -0.271777 61.6444 -30.0475 -11.3334 -0.0134333 0.0134418 0.0599144 13.0643 2.9551 -0.000325555 -120 0.000382491 0.00196709 -0.00176943 22.271 -11.9005 0.000273208 -120 -4.97838 5.56275 2.60812 13.4209 -18.3097 -944.07 33.8172 -3.20512 4.91569 -0.0437711 0.760511 10.2401 0.00408944 0.214016 0.0228284
7773 0 0 -34.8307 -11.7811 -120 0 -42.0125 -0.0545456 11.0668 72.36 13.0555 2.94804 0 -29.7456 -11.2002 -120 0 -36.2834 -0.264592 10.6629 61.6501 22.2725 -11.9052 0 0.0590719 0 -41.9882 11.0361 -0.0434516 72.3112 -34.8023 -11.7705 -36.2887 10.6417 -0.260703 61.6468 -30.2113 -11.1836 0.00967155 0.0117752 0.051445 13.059 2.95042 -0.00297964 -120 -0.0017167 0.00183049 -0.00132626 22.2719 -11.9027 -0.000585788 -120 -4.95574 5.57266 2.62085 4.63728 -5.65525 -964.514 37.7751 -9.27209 3.66046 -0.194945 -0.369285 10.1484 -0.0015949 0.234566 -0.011067
